,case_id3,cell_type,Diagnosis_TCGA_HCMI_Code,umap1,umap2
TCGA-CD-8536-01,,TCGA Tumor,STAD,-3.96275476,-3.645148586
TCGA-BP-4760-01,,TCGA Tumor,KIRC,0.918229308,6.622816969
TCGA-2G-AALP-01,,TCGA Tumor,TGCT,-1.702788148,5.202823092
TARGET-20-PAPXRJ-04,,TCGA Tumor,LAML,-4.414759192,-11.83763463
TCGA-V4-A9EX-01,,TCGA Tumor,UVM,6.749926057,4.461704661
TCGA-HT-7681-01,,TCGA Tumor,LGG,2.862415757,-9.781663488
TCGA-2G-AAGM-01,,TCGA Tumor,TGCT,-4.809330973,-1.806388687
TCGA-52-7622-01,,TCGA Tumor,LUSC,-5.480323348,2.539147545
TCGA-2G-AALN-01,,TCGA Tumor,TGCT,-1.651908669,5.150947024
TCGA-LN-A7HX-01,,TCGA Tumor,ESCA,-6.664151225,0.590753127
TCGA-AB-2966-03,,TCGA Tumor,LAML,-4.926509414,-11.45327051
TCGA-ER-A198-06,,TCGA Tumor,SKCM,5.965573755,3.498706986
TCGA-A3-3317-01,,TCGA Tumor,KIRC,6.016601052,-5.768909048
TARGET-20-PAPXRJ-09,,TCGA Tumor,LAML,-4.126694712,-12.11940057
TCGA-BR-4201-01,,TCGA Tumor,STAD,-4.399652991,-3.460103821
TCGA-G3-A5SM-01,,TCGA Tumor,LIHC,1.031384912,4.182556559
TCGA-63-A5MI-01,,TCGA Tumor,LUSC,-5.282244239,2.125264813
TCGA-KM-8476-01,,TCGA Tumor,KICH,-3.540483269,5.089124132
TCGA-10-0937-01,,TCGA Tumor,OV,2.024725404,8.315518786
TCGA-SJ-A6ZJ-01,,TCGA Tumor,UCEC,1.520122853,6.501152922
TCGA-HC-A4ZV-01,,TCGA Tumor,PRAD,8.488936868,8.176111628
TCGA-UD-AABZ-01,,TCGA Tumor,MESO,-0.129281494,1.512331058
TCGA-2G-AAGZ-01,,TCGA Tumor,TGCT,-1.716604743,5.218184401
TCGA-BQ-7062-01,,TCGA Tumor,KIRP,-0.935021672,7.766323496
TARGET-21-PASYWA-41,,TCGA Tumor,LAML,-5.044438395,-11.83721788
TCGA-X7-A8D8-01,,TCGA Tumor,THYM,-11.01212266,5.932568003
TCGA-KK-A7AP-01,,TCGA Tumor,PRAD,8.407781091,8.221489359
TCGA-EE-A3JD-06,,TCGA Tumor,SKCM,5.075061765,3.426217247
TCGA-13-0913-02,,TCGA Tumor,OV,1.656098929,7.583135058
TCGA-EK-A2PM-01,,TCGA Tumor,CESC,-5.29505733,2.369872738
TCGA-BR-7723-01,,TCGA Tumor,STAD,-4.945525679,-1.954240393
TCGA-DX-A3UB-01,,TCGA Tumor,SARC,1.771691289,1.426611591
TCGA-AC-A3W6-01,,TCGA Tumor,BRCA,3.897422757,-1.661225866
TCGA-GC-A3WC-01,,TCGA Tumor,BLCA,-5.453507933,2.183604647
TCGA-CG-5720-01,,TCGA Tumor,STAD,-4.728470359,-3.683951687
TCGA-BR-7717-01,,TCGA Tumor,STAD,-4.074078593,-3.54168136
TCGA-VT-A80J-01,,TCGA Tumor,SARC,1.058315423,1.030622114
TCGA-VT-A80J-02,,TCGA Tumor,SARC,0.825530168,0.792444039
TCGA-55-6970-01,,TCGA Tumor,LUAD,-1.237347994,-2.24350984
TCGA-86-7955-01,,TCGA Tumor,LUAD,-1.240204487,-2.237871479
TCGA-B0-5119-01,,TCGA Tumor,KIRC,6.326455083,-6.774097036
TCGA-CJ-4916-01,,TCGA Tumor,KIRC,6.280306306,-6.801606249
TARGET-30-PARFRE-01,,TCGA Tumor,NB,2.687538591,12.95885508
TCGA-C5-A7X3-01,,TCGA Tumor,CESC,-5.137276683,0.666398693
TCGA-G9-6385-01,,TCGA Tumor,PRAD,9.269340005,8.204800059
TCGA-DD-A11C-01,,TCGA Tumor,LIHC,0.934533622,4.221394945
TCGA-BC-A10Q-01,,TCGA Tumor,LIHC,-0.12594882,3.01337998
TCGA-75-6207-01,,TCGA Tumor,LUAD,-0.053838405,-3.171082329
TCGA-LT-A5Z6-01,,TCGA Tumor,BLCA,-3.582156691,-0.46760578
TCGA-CZ-4866-01,,TCGA Tumor,KIRC,5.965243783,-5.826776098
TCGA-36-1569-01,,TCGA Tumor,OV,1.413490262,7.949881006
TCGA-A8-A07L-01,,TCGA Tumor,BRCA,5.655189004,-1.68090279
TCGA-B0-4696-01,,TCGA Tumor,KIRC,1.100862053,1.117464472
TCGA-41-4097-01,,TCGA Tumor,GBM,1.288858857,-9.46591432
TCGA-MF-A522-01,,TCGA Tumor,LUSC,-5.300706897,2.022746969
TCGA-06-5410-01,,TCGA Tumor,GBM,1.299056139,-9.091654371
TCGA-V4-A9EO-01,,TCGA Tumor,UVM,6.722569432,4.425324846
TCGA-A2-A0SV-01,,TCGA Tumor,BRCA,4.147153821,-0.926111828
TCGA-GN-A263-01,,TCGA Tumor,SKCM,5.970911947,3.546064306
TCGA-CM-5860-01,,TCGA Tumor,COAD,-5.659260783,-3.636521887
TCGA-04-1655-01,,TCGA Tumor,OV,1.292199459,7.757082869
TCGA-B0-4718-01,,TCGA Tumor,KIRC,6.205570665,-5.791522096
TCGA-CZ-5989-01,,TCGA Tumor,KIRC,5.54980227,3.07290547
TCGA-2J-AAB9-01,,TCGA Tumor,PAAD,-2.616539273,-2.404856275
TCGA-C5-A7CG-01,,TCGA Tumor,CESC,-5.745639357,1.809658576
TCGA-DX-A8BJ-01,,TCGA Tumor,SARC,1.222734418,1.241178681
TCGA-DU-A6S2-01,,TCGA Tumor,LGG,2.816180911,-9.762818884
TCGA-FD-A3B8-01,,TCGA Tumor,BLCA,-5.324544463,0.771881629
TARGET-20-PAPVDV-03,,TCGA Tumor,LAML,-4.868579421,-11.41323144
TARGET-30-PALNVP-01,,TCGA Tumor,NB,2.646625247,12.91567557
TCGA-CD-8532-01,,TCGA Tumor,STAD,-3.881102118,-3.627704452
TCGA-66-2737-01,,TCGA Tumor,LUSC,-5.333178553,2.335712124
TCGA-59-A5PD-01,,TCGA Tumor,OV,1.572882977,7.775000025
TCGA-EJ-7788-01,,TCGA Tumor,PRAD,8.290682759,8.354887415
TCGA-BF-AAP8-01,,TCGA Tumor,SKCM,6.723202672,4.443530012
TCGA-ZB-A96I-01,,TCGA Tumor,THYM,-11.07285551,5.880295683
TCGA-A1-A0SB-01,,TCGA Tumor,BRCA,1.033300724,-1.495378803
TCGA-A7-A5ZW-01,,TCGA Tumor,BRCA,4.213947263,-1.675865005
TCGA-BB-7864-01,,TCGA Tumor,HNSC,-6.382009063,1.242566634
TCGA-AA-A01P-01,,TCGA Tumor,COAD,-4.457865271,-3.497991155
TCGA-20-1686-01,,TCGA Tumor,OV,1.689473238,7.542598177
TCGA-MX-A5UJ-01,,TCGA Tumor,STAD,-4.423670325,-3.512976478
TARGET-10-PAPMYD-03,,TCGA Tumor,Target-ALL,-8.400496993,-8.34479196
TCGA-V4-A9F0-01,,TCGA Tumor,UVM,6.717033353,4.432883669
TCGA-DU-7309-01,,TCGA Tumor,LGG,2.819134202,-9.755758833
TCGA-BR-8289-01,,TCGA Tumor,STAD,-2.613966737,-1.978544067
TCGA-L5-A4OT-01,,TCGA Tumor,ESCA,-4.176290068,-3.537374328
TCGA-AB-3000-03,,TCGA Tumor,LAML,-4.937115702,-11.48882921
TCGA-D6-6827-01,,TCGA Tumor,HNSC,-5.356443438,0.803952087
TCGA-69-8254-01,,TCGA Tumor,LUAD,-3.245410714,-2.868448805
TCGA-85-A4PA-01,,TCGA Tumor,LUSC,-8.563645873,6.94575255
TCGA-BA-A4IF-01,,TCGA Tumor,HNSC,-6.161559615,1.244775702
TCGA-UZ-A9PL-01,,TCGA Tumor,KIRP,-0.963341985,7.793792654
TCGA-CW-5580-01,,TCGA Tumor,KIRC,6.245653596,-5.972917627
TCGA-CN-5370-01,,TCGA Tumor,HNSC,-6.532413039,0.548249472
TCGA-66-2753-01,,TCGA Tumor,LUSC,-5.38162044,0.812879373
TCGA-BR-8485-01,,TCGA Tumor,STAD,-4.943423304,-2.0248533
TCGA-B0-5120-01,,TCGA Tumor,KIRC,6.239058938,-5.745115351
TCGA-CG-5724-01,,TCGA Tumor,STAD,-3.420261655,-2.134922813
TCGA-VD-AA8M-01,,TCGA Tumor,UVM,6.703747239,4.422299315
TCGA-DJ-A13V-01,,TCGA Tumor,THCA,11.41049716,-0.115922566
TCGA-DD-A4NB-01,,TCGA Tumor,LIHC,1.056403067,4.176538874
TCGA-A2-A0YF-01,,TCGA Tumor,BRCA,5.315080133,-1.449261259
TCGA-HU-A4GY-01,,TCGA Tumor,STAD,-2.705892596,-1.921481084
TCGA-B0-5690-01,,TCGA Tumor,KIRC,6.398650136,-6.562599729
TCGA-CK-4950-01,,TCGA Tumor,COAD,-5.813911948,-3.739817213
TCGA-HM-A3JJ-01,,TCGA Tumor,CESC,-5.518435988,1.036948849
TCGA-J8-A3O1-01,,TCGA Tumor,THCA,10.97042319,-0.613669049
TCGA-KN-8429-01,,TCGA Tumor,KICH,-3.558508191,5.097242762
TCGA-98-A53B-01,,TCGA Tumor,LUSC,-5.208400283,1.376449872
TCGA-VQ-AA6B-01,,TCGA Tumor,STAD,-5.807020221,-3.505385708
TCGA-E9-A1NE-01,,TCGA Tumor,BRCA,5.510911432,-1.570706319
TCGA-55-8205-01,,TCGA Tumor,LUAD,0.045791593,-2.610695909
TCGA-EM-A1YE-01,,TCGA Tumor,THCA,11.57363078,0.829954613
TCGA-L5-A8NK-01,,TCGA Tumor,ESCA,-6.454799685,1.494472076
TCGA-AL-3473-01,,TCGA Tumor,KIRP,6.052814927,-6.365809034
TCGA-AX-A3FV-01,,TCGA Tumor,UCEC,-1.256462369,-0.657144915
TCGA-BJ-A0ZB-01,,TCGA Tumor,THCA,10.97685668,-0.600160967
TARGET-20-PASWAT-09,,TCGA Tumor,LAML,-5.3528972,-12.35802419
TCGA-DZ-6134-01,,TCGA Tumor,KIRP,-0.857286725,7.663802553
TCGA-FD-A6TA-01,,TCGA Tumor,BLCA,-3.618901286,-0.19608831
TCGA-HD-8314-01,,TCGA Tumor,HNSC,-6.112521205,2.216800619
TCGA-25-1635-01,,TCGA Tumor,OV,2.004247036,8.210694719
TCGA-G3-A25V-01,,TCGA Tumor,LIHC,1.02300277,4.167935301
TCGA-63-A5MR-01,,TCGA Tumor,LUSC,-6.495267901,0.924601008
TCGA-69-7763-01,,TCGA Tumor,LUAD,-0.603173647,-2.870547127
TCGA-PC-A5DP-01,,TCGA Tumor,SARC,1.97829124,1.575550247
TCGA-D3-A51K-06,,TCGA Tumor,SKCM,6.243046727,3.893189598
TCGA-SS-A7HO-01,,TCGA Tumor,COAD,-6.068868193,-3.765077185
TCGA-66-2763-01,,TCGA Tumor,LUSC,-5.900241408,2.06569903
TCGA-24-1846-01,,TCGA Tumor,OV,-1.006384525,-1.708444189
TCGA-BH-A0BR-01,,TCGA Tumor,BRCA,4.138529506,-0.923906635
TCGA-Z7-A8R6-01,,TCGA Tumor,BRCA,5.007669416,-1.613807272
TCGA-EK-A2R8-01,,TCGA Tumor,CESC,-4.930696997,0.617603768
TCGA-ER-A19P-06,,TCGA Tumor,SKCM,5.50727078,3.486164261
TCGA-FD-A3B7-01,,TCGA Tumor,BLCA,-5.381444487,0.781537164
TCGA-2L-AAQA-01,,TCGA Tumor,PAAD,-3.3236132,-2.731314014
TCGA-ND-A4W6-01,,TCGA Tumor,UCS,-3.950989756,6.752774168
TCGA-60-2720-01,,TCGA Tumor,LUSC,-5.512536082,0.713403512
TCGA-94-A5I6-01,,TCGA Tumor,LUSC,-5.352335963,2.323703219
TCGA-TS-A7P0-01,,TCGA Tumor,MESO,-0.095911655,1.522822071
TCGA-VD-A8KM-01,,TCGA Tumor,UVM,6.682384458,4.402367998
TCGA-D5-6537-01,,TCGA Tumor,COAD,-5.915906939,-3.655140232
TCGA-62-8397-01,,TCGA Tumor,LUAD,-0.328168604,-2.807152819
TCGA-WQ-A9G7-01,,TCGA Tumor,LIHC,0.184097138,3.389496256
TCGA-EE-A29G-06,,TCGA Tumor,SKCM,-6.440085921,0.005442631
TCGA-OL-A5D8-01,,TCGA Tumor,BRCA,5.681892839,-1.656747769
TCGA-EY-A547-01,,TCGA Tumor,UCEC,1.412734118,6.765535284
TCGA-DB-A4XH-01,,TCGA Tumor,LGG,2.8727667,-9.843144964
TCGA-HT-7485-01,,TCGA Tumor,LGG,2.204738465,-10.60341222
TARGET-50-PAJLWT-01,,TCGA Tumor,WT,-4.591580901,7.724263121
TCGA-23-1023-01,,TCGA Tumor,OV,1.353774932,7.733205248
TARGET-30-PASPBZ-01,,TCGA Tumor,NB,2.693176952,12.95649951
TCGA-30-1891-01,,TCGA Tumor,OV,1.738893237,7.779484678
TCGA-CW-5584-01,,TCGA Tumor,KIRC,6.130366292,-6.70115764
TCGA-66-2742-01,,TCGA Tumor,LUSC,-5.345260176,1.737692166
TCGA-B6-A0IJ-01,,TCGA Tumor,BRCA,0.742178407,-1.291153621
TCGA-FJ-A3ZE-01,,TCGA Tumor,BLCA,-3.727352652,-0.148213531
TCGA-EJ-7783-01,,TCGA Tumor,PRAD,7.729623761,9.191766192
TCGA-04-1348-01,,TCGA Tumor,OV,1.741431322,8.51513331
TCGA-06-0211-01,,TCGA Tumor,GBM,1.391735401,-9.233956884
TCGA-A3-3376-01,,TCGA Tumor,KIRC,6.309437719,-5.982983183
TARGET-20-PAPVZK-09,,TCGA Tumor,LAML,-3.998211894,-12.27137906
TCGA-25-2401-01,,TCGA Tumor,OV,1.425912824,7.733880926
TCGA-FV-A3R3-01,,TCGA Tumor,LIHC,0.419813553,3.572605778
TCGA-VV-A86M-01,,TCGA Tumor,LGG,2.258517828,-10.98607976
TCGA-D7-6522-01,,TCGA Tumor,STAD,-5.065768752,-3.280767273
TCGA-73-4659-01,,TCGA Tumor,LUAD,-0.864948544,-2.182552646
TCGA-B3-4103-01,,TCGA Tumor,KIRP,-0.85617641,7.672384192
TCGA-2L-AAQE-01,,TCGA Tumor,PAAD,-3.209562812,-2.59710152
TCGA-CG-4449-01,,TCGA Tumor,STAD,-3.869366679,-3.418883871
TCGA-VS-A9UP-01,,TCGA Tumor,CESC,-0.519057784,-2.862757753
TARGET-50-PAKECR-01,,TCGA Tumor,WT,-3.972720656,6.76794665
TCGA-NF-A4X2-01,,TCGA Tumor,UCS,1.08267757,1.116893698
TCGA-A3-3349-01,,TCGA Tumor,KIRC,6.184929815,-5.765544962
TCGA-ET-A3BN-01,,TCGA Tumor,THCA,11.24200198,-0.302301984
TCGA-E1-A7YV-01,,TCGA Tumor,LGG,2.182868924,-10.90602548
TCGA-AK-3454-01,,TCGA Tumor,KIRC,6.328149762,-6.228467058
TCGA-PE-A5DD-01,,TCGA Tumor,BRCA,4.07971498,-1.708028983
TCGA-TQ-A7RW-01,,TCGA Tumor,LGG,2.296342936,-11.00934274
TCGA-A2-A1FW-01,,TCGA Tumor,BRCA,5.578657117,-1.627596091
TCGA-EJ-5507-01,,TCGA Tumor,PRAD,7.729786363,9.184283663
TCGA-HT-7468-01,,TCGA Tumor,LGG,3.041358199,-10.57558114
TARGET-30-PATGJU-01,,TCGA Tumor,NB,2.714491096,12.97671836
TCGA-ZF-A9RM-01,,TCGA Tumor,BLCA,-3.600008044,-0.455829035
TCGA-56-8304-01,,TCGA Tumor,LUSC,-5.90502933,2.269566704
TARGET-30-PASXRJ-01,,TCGA Tumor,NB,2.754619088,13.01520674
TCGA-G7-A8LD-01,,TCGA Tumor,KIRP,-0.778100405,7.474513937
TCGA-AD-A5EK-01,,TCGA Tumor,COAD,-6.090485606,-3.581973385
TCGA-G5-6235-01,,TCGA Tumor,READ,-5.827525172,-3.736787866
TCGA-37-4130-01,,TCGA Tumor,LUSC,0.2239342,3.414587427
TCGA-EE-A3JH-06,,TCGA Tumor,SKCM,6.097804513,3.771445442
TCGA-91-A4BC-01,,TCGA Tumor,LUAD,-0.954837713,-1.693363022
TCGA-D7-8573-01,,TCGA Tumor,STAD,-3.944755587,-3.534678291
TCGA-AB-2806-03,,TCGA Tumor,LAML,-4.687488112,-11.43844564
TCGA-CJ-5681-01,,TCGA Tumor,KIRC,5.872759786,-5.430266451
TCGA-AC-A2QJ-01,,TCGA Tumor,BRCA,-6.370009932,0.021847112
TCGA-FP-7829-01,,TCGA Tumor,STAD,-4.996633563,-3.727872204
TCGA-CA-6718-01,,TCGA Tumor,COAD,-4.402142081,-3.43625934
TCGA-HT-7677-01,,TCGA Tumor,LGG,3.053225723,-10.49014051
TCGA-AJ-A3TW-01,,TCGA Tumor,UCEC,1.241103497,6.894387175
TCGA-YS-AA4M-01,,TCGA Tumor,MESO,-0.127582702,1.514622856
TCGA-UY-A78L-01,,TCGA Tumor,BLCA,-4.58541492,0.173897807
TCGA-ZB-A962-01,,TCGA Tumor,THYM,-11.08851293,5.869006563
TCGA-VQ-A8E2-01,,TCGA Tumor,STAD,-4.932334456,-1.97566564
TCGA-W5-AA2G-01,,TCGA Tumor,CHOL,0.203047198,3.403389145
TCGA-DE-A3KN-01,,TCGA Tumor,THCA,11.69368311,0.591635574
TCGA-A7-A13H-01,,TCGA Tumor,BRCA,4.844306436,-1.536974143
TCGA-50-8457-01,,TCGA Tumor,LUAD,-0.404117021,-2.937477659
TCGA-A4-A7UZ-01,,TCGA Tumor,KIRP,-0.837762866,7.709704806
TCGA-B0-5121-01,,TCGA Tumor,KIRC,6.386903253,-6.118030142
TCGA-04-1519-01,,TCGA Tumor,OV,1.690919366,8.457503725
TCGA-C5-A1BF-01,,TCGA Tumor,CESC,-5.42156795,0.740941037
TCGA-E2-A1IO-01,,TCGA Tumor,BRCA,4.107104745,-1.826122116
TCGA-CR-6474-01,,TCGA Tumor,HNSC,-5.546329055,0.725611378
TCGA-AY-5543-01,,TCGA Tumor,COAD,-5.909132514,-3.769670557
TCGA-EJ-5504-01,,TCGA Tumor,PRAD,8.43220469,8.256861139
TARGET-30-PAMZGT-01,,TCGA Tumor,NB,2.655557361,12.85311263
TCGA-K4-A4AB-01,,TCGA Tumor,BLCA,-4.557102237,0.532244493
TCGA-85-A4JC-01,,TCGA Tumor,LUSC,-5.827641043,0.948047031
TCGA-WT-AB44-01,,TCGA Tumor,BRCA,3.314170804,-1.261093329
TCGA-EL-A3MY-01,,TCGA Tumor,THCA,11.15623709,-0.274217229
TCGA-97-8175-01,,TCGA Tumor,LUAD,-0.082493756,-3.104984115
TCGA-BR-8297-01,,TCGA Tumor,STAD,-2.460741553,-1.855166267
TCGA-S9-A7R3-01,,TCGA Tumor,LGG,2.263498154,-10.83227785
TCGA-DJ-A1QH-01,,TCGA Tumor,THCA,11.00687071,-0.526827823
TCGA-76-4931-01,,TCGA Tumor,GBM,1.238899257,-9.91707189
TCGA-04-1651-01,,TCGA Tumor,OV,1.760975089,8.541808535
TARGET-20-PANTNA-09,,TCGA Tumor,LAML,-4.324770961,-11.90549619
TCGA-10-0934-01,,TCGA Tumor,OV,1.364965823,6.638579775
TCGA-BH-A0BF-01,,TCGA Tumor,BRCA,4.153579202,-1.101909112
TCGA-AR-A5QN-01,,TCGA Tumor,BRCA,4.395332303,-1.693602752
TARGET-30-PARACS-01,,TCGA Tumor,NB,2.618745532,12.86583846
TCGA-77-7140-01,,TCGA Tumor,LUSC,-5.329134021,2.382097651
TCGA-DU-A5TY-01,,TCGA Tumor,LGG,1.248290446,-9.943480085
TCGA-QT-A7U0-01,,TCGA Tumor,PCPG,0.124545511,12.90685408
TCGA-FS-A1ZN-01,,TCGA Tumor,SKCM,5.261394944,3.921278406
TCGA-27-2519-01,,TCGA Tumor,GBM,1.374786761,-9.251632284
TCGA-ZB-A961-01,,TCGA Tumor,THYM,-11.04194883,5.908553053
TCGA-2G-AAEX-01,,TCGA Tumor,TGCT,-1.720728431,5.220965792
TCGA-2A-A8VT-01,,TCGA Tumor,PRAD,8.403727975,8.215228487
TCGA-F4-6807-01,,TCGA Tumor,COAD,-6.151007685,-3.598479103
TCGA-06-0156-01,,TCGA Tumor,GBM,1.343838539,-9.291109632
TCGA-23-1809-01,,TCGA Tumor,OV,1.457348075,7.832454611
TCGA-06-0686-01,,TCGA Tumor,GBM,1.606649127,-9.190004896
TCGA-EM-A3FK-01,,TCGA Tumor,THCA,11.30862566,-0.216578286
TCGA-NI-A8LF-01,,TCGA Tumor,LIHC,1.118361142,3.989497114
TCGA-VP-A87B-01,,TCGA Tumor,PRAD,8.468669381,8.165386606
TCGA-DC-6683-01,,TCGA Tumor,READ,-5.856275592,-3.692254375
TCGA-34-5239-01,,TCGA Tumor,LUSC,-5.205746684,0.916923751
TARGET-50-PAJPAU-01,,TCGA Tumor,WT,-4.660374675,7.797197748
TCGA-S8-A6BW-01,,TCGA Tumor,ESCA,-5.551114592,2.316854883
TCGA-85-8350-01,,TCGA Tumor,LUSC,-5.698416266,1.126056005
TARGET-20-PARWDZ-09,,TCGA Tumor,LAML,-3.813157592,-12.40649755
TCGA-EJ-5512-01,,TCGA Tumor,PRAD,7.909093347,8.94862311
TCGA-CV-7410-01,,TCGA Tumor,HNSC,-6.576930079,0.544824887
TCGA-A2-A04V-01,,TCGA Tumor,BRCA,3.473452773,-1.410387706
TCGA-66-2757-01,,TCGA Tumor,LUSC,0.676955905,-1.406431269
TCGA-DD-AADG-01,,TCGA Tumor,LIHC,1.296308902,3.911731888
TCGA-A1-A0SI-01,,TCGA Tumor,BRCA,4.206722942,-0.96804161
TCGA-63-5128-01,,TCGA Tumor,LUSC,-5.281285796,2.51027887
TCGA-CK-5915-01,,TCGA Tumor,COAD,-5.944988761,-3.258651089
TCGA-85-A4QR-01,,TCGA Tumor,LUSC,-5.74418405,2.1452729
TCGA-ET-A40R-01,,TCGA Tumor,THCA,11.59483763,0.692598511
TCGA-LA-A7SW-01,,TCGA Tumor,LUSC,-5.898562465,0.916767467
TCGA-E2-A14T-01,,TCGA Tumor,BRCA,5.76438519,-1.635144423
TCGA-BF-A3DL-01,,TCGA Tumor,SKCM,5.947474923,3.544222523
TCGA-90-7767-01,,TCGA Tumor,LUSC,-5.247251544,0.833955158
TCGA-64-1676-01,,TCGA Tumor,LUAD,0.03885999,-2.569273065
TCGA-A6-3810-01,,TCGA Tumor,COAD,-4.530581984,-3.349109243
TCGA-92-7341-01,,TCGA Tumor,LUSC,-5.290645156,2.425440003
TCGA-VQ-A91A-01,,TCGA Tumor,STAD,-4.369709048,-3.001768659
TCGA-P5-A5F0-01,,TCGA Tumor,LGG,2.856398788,-9.75926454
TCGA-24-1103-01,,TCGA Tumor,OV,1.863029685,8.423508097
TCGA-E9-A295-01,,TCGA Tumor,BRCA,4.203545299,-1.740976166
TCGA-UZ-A9PO-01,,TCGA Tumor,KIRP,-0.875841889,7.668895174
TCGA-BB-A6UO-01,,TCGA Tumor,HNSC,-6.722154174,0.458734203
TCGA-BP-4970-01,,TCGA Tumor,KIRC,6.274952378,-5.756014417
TARGET-30-PAPUAR-01,,TCGA Tumor,NB,2.730789151,12.9841799
TCGA-HT-7479-01,,TCGA Tumor,LGG,2.246229377,-10.78894861
TCGA-PR-A5PF-01,,TCGA Tumor,PCPG,-0.038015429,13.07549613
TARGET-50-PAJPGY-01,,TCGA Tumor,WT,-4.514719043,7.638535429
TCGA-CH-5766-01,,TCGA Tumor,PRAD,7.70507237,9.211157252
TCGA-BR-8486-01,,TCGA Tumor,STAD,-5.569732222,-3.551131557
TCGA-EE-A3J7-06,,TCGA Tumor,SKCM,5.484512296,3.532340933
TCGA-S6-A8JX-01,,TCGA Tumor,TGCT,-1.980123791,5.517869879
TCGA-B8-5159-01,,TCGA Tumor,KIRC,6.158102002,-6.66132934
TCGA-D9-A6E9-06,,TCGA Tumor,SKCM,6.098320451,3.725996185
TCGA-DJ-A4UR-01,,TCGA Tumor,THCA,11.54095789,0.81308638
TCGA-XF-AAMZ-01,,TCGA Tumor,BLCA,-3.6236873,0.093071565
TCGA-55-6985-01,,TCGA Tumor,LUAD,-0.365197751,-2.839295458
TCGA-UF-A7JF-01,,TCGA Tumor,HNSC,-6.367148909,1.508325149
TCGA-SP-A6QD-01,,TCGA Tumor,PCPG,0.223006305,12.80590956
TCGA-5P-A9KC-01,,TCGA Tumor,KIRP,-0.859367642,7.637029577
TCGA-EW-A1P4-01,,TCGA Tumor,BRCA,0.920452025,-1.404692124
TCGA-DJ-A2Q9-01,,TCGA Tumor,THCA,-5.326140437,0.683307041
TCGA-FD-A3SM-01,,TCGA Tumor,BLCA,-3.797393832,0.036415308
TCGA-55-A48X-01,,TCGA Tumor,LUAD,-0.224971983,-3.097038101
TCGA-EP-A2KB-01,,TCGA Tumor,LIHC,0.626174819,3.694129635
TCGA-DD-AADR-01,,TCGA Tumor,LIHC,0.956019786,3.923015047
TCGA-NK-A5CX-01,,TCGA Tumor,LUSC,-6.109892878,1.526689578
TCGA-B4-5843-01,,TCGA Tumor,KIRC,6.318705049,-6.092415403
TCGA-DX-A6YS-01,,TCGA Tumor,SARC,1.354310658,1.660293151
TCGA-EJ-7115-01,,TCGA Tumor,PRAD,9.069357362,8.261839319
TCGA-BB-4225-01,,TCGA Tumor,HNSC,-5.677051577,1.517583777
TCGA-JX-A3Q0-01,,TCGA Tumor,CESC,-6.103982005,1.649426032
TCGA-43-6771-01,,TCGA Tumor,LUSC,-6.580425296,0.427850087
TARGET-20-PARUWX-09,,TCGA Tumor,LAML,-4.858352694,-11.4275995
TCGA-3A-A9IJ-01,,TCGA Tumor,PAAD,-1.236266765,-0.61516745
TCGA-YL-A8SH-01,,TCGA Tumor,PRAD,9.224236932,8.177345682
TCGA-BJ-A0ZE-01,,TCGA Tumor,THCA,11.39160105,0.931362678
TARGET-20-PANDER-09,,TCGA Tumor,LAML,-4.641855273,-11.42723997
TCGA-BH-A0W3-01,,TCGA Tumor,BRCA,5.318908658,-1.38396747
TCGA-22-1017-01,,TCGA Tumor,LUSC,-0.186924014,-2.892506908
TCGA-CG-4306-01,,TCGA Tumor,STAD,-4.425407443,-3.495605539
TCGA-VN-A88M-01,,TCGA Tumor,PRAD,7.641200986,9.208436419
TCGA-VS-A8EJ-01,,TCGA Tumor,CESC,1.773512092,8.488213946
TCGA-BH-A42U-01,,TCGA Tumor,BRCA,1.331679311,-1.294538211
TCGA-PJ-A5Z9-01,,TCGA Tumor,KIRP,-0.881274256,7.716509272
TCGA-DD-AAE1-01,,TCGA Tumor,LIHC,0.654244688,3.697522808
TCGA-B8-A7U6-01,,TCGA Tumor,KIRC,6.358339753,-6.330049108
TCGA-A8-A08G-01,,TCGA Tumor,BRCA,5.666259256,-1.560567926
TCGA-DF-A2KR-01,,TCGA Tumor,UCEC,1.768022862,8.462735583
TARGET-20-PARDDY-04,,TCGA Tumor,LAML,-5.415212188,-12.47638757
TARGET-50-PAJNRH-01,,TCGA Tumor,WT,-4.679630313,7.814649035
TCGA-VQ-A91X-01,,TCGA Tumor,STAD,-5.678896937,-3.483222078
TCGA-BH-A0BQ-01,,TCGA Tumor,BRCA,4.315534559,-1.541973304
TCGA-13-0760-01,,TCGA Tumor,OV,1.799702492,7.521107603
TCGA-IG-A97I-01,,TCGA Tumor,ESCA,-6.102754149,1.240510989
TCGA-VQ-A92D-01,,TCGA Tumor,STAD,-3.836904082,-3.327174496
TCGA-HZ-A49G-01,,TCGA Tumor,PAAD,-2.482793841,-2.501397919
TCGA-XK-AAK1-01,,TCGA Tumor,PRAD,8.559918847,8.182984759
TCGA-XU-A92X-01,,TCGA Tumor,THYM,-10.96091417,5.975604464
TCGA-DB-5275-01,,TCGA Tumor,LGG,2.312410083,-10.59861333
TCGA-GL-7773-01,,TCGA Tumor,KIRP,-0.952270303,7.80465262
TCGA-MI-A75G-01,,TCGA Tumor,LIHC,1.072429803,4.098772932
