,case_id3,cancer_type,cell_type,Diagnosis_TCGA_HCMI_Code,CCLE_Disease,umap1,umap2
TCGA-DK-A3IT-01,,Bladder Cancer,TCGA Tumor,BLCA,Bladder Cancer,-3.848034415,0.052037395
TCGA-3P-A9WA-01,,Ovarian Cancer,TCGA Tumor,OV,Ovarian Cancer,1.821837869,8.555351664
TCGA-EM-A2OV-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.38407179,0.983254422
TCGA-M9-A5M8-01,,Esophageal Cancer,TCGA Tumor,ESCA,Esophageal Cancer,-3.797977004,-3.5870517
TCGA-25-2400-01,,Ovarian Cancer,TCGA Tumor,OV,Ovarian Cancer,1.780555692,8.529680658
TCGA-24-1842-01,,Ovarian Cancer,TCGA Tumor,OV,Ovarian Cancer,1.743110266,8.422704149
TCGA-EI-6508-01,,Colorectal Cancer,TCGA Tumor,READ,Colon/Colorectal Cancer,-5.554405722,-3.761377882
TCGA-EM-A1YC-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.35498377,0.996760834
TCGA-04-1364-01,,Ovarian Cancer,TCGA Tumor,OV,Ovarian Cancer,1.466057267,7.779368807
TCGA-2J-AAB1-01,,Pancreatic Cancer,TCGA Tumor,PAAD,Pancreatic Cancer,-3.199863705,-3.053046774
TCGA-FY-A2QD-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.53402945,0.832455505
TCGA-XF-AAMR-01,,Bladder Cancer,TCGA Tumor,BLCA,Bladder Cancer,-3.628688845,-0.302527558
TCGA-WS-AB45-01,,Colorectal Cancer,TCGA Tumor,COAD,Colon/Colorectal Cancer,-4.090327773,-2.657996248
TCGA-AH-6897-01,,Colorectal Cancer,TCGA Tumor,READ,Colon/Colorectal Cancer,-5.878188643,-3.316722463
TCGA-BA-5556-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.543551955,1.266321827
TCGA-56-8082-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.549415145,2.249909092
TCGA-GN-A4U9-06,,Skin Cancer,TCGA Tumor,SKCM,Skin Cancer,0.142838534,0.905481983
TCGA-EB-A3XD-01,,Skin Cancer,TCGA Tumor,SKCM,Skin Cancer,-6.438317809,0.157990504
TCGA-85-A5B5-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.478223834,2.453716208
TCGA-CV-A6JE-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.370043788,0.321332295
TCGA-78-7152-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.245191667,-3.135938715
TCGA-Z4-A8JB-01,,Sarcoma,TCGA Tumor,SARC,Sarcoma,1.833709684,1.156293799
TCGA-AR-A1AX-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.079685655,-1.677332472
TCGA-SI-A71P-01,,Nerve,TCGA Tumor,SARC,Nerve,4.947506871,3.381907154
TCGA-IG-A3YC-01,,Esophageal Cancer,TCGA Tumor,ESCA,Esophageal Cancer,-6.520642314,0.614618171
TCGA-A8-A06Q-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.731536832,-1.034763526
TARGET-50-PAJNLT-01,,Kidney Cancer,TCGA Tumor,WT,Kidney Cancer,-4.544168505,7.667417456
TCGA-IE-A4EK-01,,Sarcoma,TCGA Tumor,SARC,Sarcoma,1.966721382,1.569361139
TCGA-CZ-4863-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.154760804,-6.646510195
TCGA-E9-A1R0-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,3.95160934,-1.849809359
TCGA-FK-A3SH-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.4991841,-0.08538125
TCGA-55-8619-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-3.318948064,-2.726655315
TCGA-HQ-A5NE-01,,Bladder Cancer,TCGA Tumor,BLCA,Bladder Cancer,-5.187704596,0.967191924
TCGA-22-1011-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.27880815,1.125980426
TCGA-DD-AAD1-01,,Liver Cancer,TCGA Tumor,LIHC,Liver Cancer,0.485589575,3.612800289
TCGA-CQ-6220-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.889570269,0.631940414
TCGA-2J-AABU-01,,Pancreatic Cancer,TCGA Tumor,PAAD,Pancreatic Cancer,-3.255478892,-2.316813063
TCGA-BH-A0DZ-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.880016771,-1.270562838
TCGA-E9-A1N5-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.218152013,-1.728522014
TCGA-AD-6548-01,,Colorectal Cancer,TCGA Tumor,COAD,Colon/Colorectal Cancer,-5.636566195,-3.573532413
TCGA-23-2084-01,,Ovarian Cancer,TCGA Tumor,OV,Ovarian Cancer,1.957551804,8.277285982
TCGA-CN-5355-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.404480967,0.715039064
TCGA-24-1556-01,,Ovarian Cancer,TCGA Tumor,OV,Ovarian Cancer,1.741088834,8.540696551
TCGA-ED-A5KG-01,,Liver Cancer,TCGA Tumor,LIHC,Liver Cancer,0.387443588,3.546661068
TCGA-AN-A0XP-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.42970654,-1.180313062
TCGA-ZH-A8Y2-01,,Bile Duct Cancer,TCGA Tumor,CHOL,Bile Duct Cancer,-0.081569437,3.05976503
TCGA-61-1724-01,,Ovarian Cancer,TCGA Tumor,OV,Ovarian Cancer,1.746725764,8.195483614
TCGA-EW-A6S9-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.79562613,-1.336338352
TCGA-ZF-AA52-01,,Bladder Cancer,TCGA Tumor,BLCA,Bladder Cancer,-3.642212901,-0.840741288
TCGA-E7-A541-01,,Bladder Cancer,TCGA Tumor,BLCA,Bladder Cancer,-3.745710406,0.050062761
TCGA-ED-A66X-01,,Liver Cancer,TCGA Tumor,LIHC,Liver Cancer,0.287684698,3.470200468
TCGA-13-0766-01,,Ovarian Cancer,TCGA Tumor,OV,Ovarian Cancer,0.868152913,-0.574851583
TCGA-27-2526-01,,Glioblastoma,TCGA Tumor,GBM,Brain Cancer,1.298041847,-9.936204504
TCGA-H7-A6C4-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.62161735,0.431614269
TCGA-CQ-6218-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.824570689,0.5759223
TCGA-FK-A3SD-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.63656374,0.876647819
TCGA-E8-A436-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,10.95106265,-0.317129027
TCGA-E8-A2JQ-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,10.94156786,-0.248181026
TCGA-A8-A095-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.617252317,-1.616437744
TCGA-D8-A143-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,0.56813052,-1.552769612
TCGA-BF-A5EQ-01,,Skin Cancer,TCGA Tumor,SKCM,Skin Cancer,6.069708791,3.489450384
TCGA-HU-A4H4-01,,Gastric Cancer,TCGA Tumor,STAD,Gastric Cancer,-4.278354201,-3.568802189
TCGA-CN-4737-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.530084643,0.507470776
TCGA-BR-8058-01,,Gastric Cancer,TCGA Tumor,STAD,Gastric Cancer,-3.779500518,-3.67059214
TCGA-06-5856-01,,Glioblastoma,TCGA Tumor,GBM,Brain Cancer,1.460954752,-9.352808546
TCGA-EM-A3O6-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.53899714,0.893845071
TCGA-EM-A3AJ-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.55854746,0.835519124
TCGA-AA-3509-01,,Colorectal Cancer,TCGA Tumor,COAD,Colon/Colorectal Cancer,-6.138757262,-3.689804386
TCGA-XF-AAN5-01,,Bladder Cancer,TCGA Tumor,BLCA,Bladder Cancer,-5.305047068,0.779000033
TCGA-A5-A1OH-01,,Endometrial/Uterine Cancer,TCGA Tumor,UCEC,Endometrial/Uterine Cancer,1.187711444,7.602672506
TCGA-EB-A6L9-06,,Skin Cancer,TCGA Tumor,SKCM,Skin Cancer,6.141691175,3.780973841
TCGA-E7-A97P-01,,Bladder Cancer,TCGA Tumor,BLCA,Bladder Cancer,-5.339356456,0.861617614
TCGA-PE-A5DE-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.074603524,-1.741118621
TCGA-EL-A3ZO-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,10.93634364,-0.280397158
TCGA-DD-AACH-01,,Liver Cancer,TCGA Tumor,LIHC,Liver Cancer,0.172768366,3.357002665
TCGA-D5-6926-01,,Colorectal Cancer,TCGA Tumor,COAD,Colon/Colorectal Cancer,-5.940354857,-3.627790521
TCGA-2V-A95S-01,,Liver Cancer,TCGA Tumor,LIHC,Liver Cancer,0.28722724,3.458885122
TCGA-44-A479-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.894705448,-1.912448596
TCGA-IW-A3M6-01,,Sarcoma,TCGA Tumor,SARC,Sarcoma,1.88779625,1.37092774
TCGA-55-8087-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.364315603,-2.968113016
TCGA-CE-A481-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.34605261,0.157997404
TCGA-BH-AB28-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.620799508,-1.494866561
TCGA-A8-A09N-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.705881562,-1.212172579
TCGA-86-6562-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.453355822,-2.927788328
TCGA-05-4425-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.284668121,-2.880190204
TCGA-E2-A15A-06,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,5.602758851,-1.735072326
TCGA-D3-A2JN-06,,Skin Cancer,TCGA Tumor,SKCM,Skin Cancer,5.012071099,3.406699349
TCGA-E2-A15A-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,5.587202039,-1.7640527
TCGA-GC-A3RD-01,,Bladder Cancer,TCGA Tumor,BLCA,Bladder Cancer,-3.66479114,-0.041053075
TCGA-EM-A3O8-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.51979777,0.810191263
TCGA-NK-A5D1-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-0.950692448,-1.095708321
TCGA-DJ-A3UR-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.59262892,0.166284357
TCGA-22-4607-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.614264998,1.061519672
TCGA-BG-A0MK-01,,Endometrial/Uterine Cancer,TCGA Tumor,UCEC,Endometrial/Uterine Cancer,1.531838742,6.434950758
TCGA-3B-A9HP-01,,Sarcoma,TCGA Tumor,SARC,Sarcoma,1.847847905,1.618446876
TCGA-MP-A4SW-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.265589688,-3.043384384
TCGA-BH-A0HQ-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.833156553,-1.382427882
TCGA-13-1404-01,,Ovarian Cancer,TCGA Tumor,OV,Ovarian Cancer,0.51223312,-0.547762941
TCGA-HZ-8317-01,,Pancreatic Cancer,TCGA Tumor,PAAD,Pancreatic Cancer,-2.73941997,-2.023428272
TCGA-BJ-A4O8-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.0194678,-0.265405696
TCGA-DX-A3LT-01,,Sarcoma,TCGA Tumor,SARC,Sarcoma,1.183170107,1.207504083
TCGA-AX-A05W-01,,Endometrial/Uterine Cancer,TCGA Tumor,UCEC,Endometrial/Uterine Cancer,1.425609079,6.518066336
TCGA-90-A59Q-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.083513293,0.973124076
TCGA-24-1423-01,,Ovarian Cancer,TCGA Tumor,OV,Ovarian Cancer,1.868571725,8.299033571
TCGA-E7-A7XN-01,,Bladder Cancer,TCGA Tumor,BLCA,Bladder Cancer,-5.494414363,1.511506964
TCGA-CR-6491-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.81020597,0.713796843
TCGA-66-2783-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.498374495,2.24474876
TCGA-IF-A4AJ-01,,Sarcoma,TCGA Tumor,SARC,Sarcoma,1.980501023,1.593553592
TCGA-AG-3732-01,,Colorectal Cancer,TCGA Tumor,READ,Colon/Colorectal Cancer,-5.429399524,-3.451946091
TCGA-E2-A1L6-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.790345636,-1.509255241
TCGA-DX-A8BH-01,,Sarcoma,TCGA Tumor,SARC,Sarcoma,1.072431233,1.137706329
TCGA-EY-A1GL-01,,Endometrial/Uterine Cancer,TCGA Tumor,UCEC,Endometrial/Uterine Cancer,-6.23467258,0.276964311
TCGA-B6-A0I2-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,0.931532946,-1.295621942
TCGA-CV-5443-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-5.659690413,1.522728015
TCGA-86-8668-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.273252878,-2.919861626
TCGA-55-8512-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.661734495,-2.475180458
TCGA-B0-5712-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.284416642,-6.73392732
TCGA-13-0920-01,,Ovarian Cancer,TCGA Tumor,OV,Ovarian Cancer,1.394516614,7.842085768
TCGA-EE-A29S-06,,Skin Cancer,TCGA Tumor,SKCM,Skin Cancer,5.979142633,3.55403464
TCGA-B0-4845-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.234559503,-6.871813368
TCGA-67-3770-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.019692544,-2.622625183
TCGA-CR-6484-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.554846797,0.663904179
TCGA-CN-6018-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.096812758,0.687471379
TCGA-D8-A73X-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.683084932,-1.570127438
TCGA-GV-A3JX-01,,Bladder Cancer,TCGA Tumor,BLCA,Bladder Cancer,-3.303503785,-2.632172178
TCGA-50-6592-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-1.333921346,-2.051074098
TCGA-BJ-A28V-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.59700152,0.781440545
TCGA-A8-A084-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.674409833,-1.049378704
TCGA-MX-A663-01,,Gastric Cancer,TCGA Tumor,STAD,Gastric Cancer,-4.929633651,-1.979144167
TCGA-29-1702-01,,Ovarian Cancer,TCGA Tumor,OV,Ovarian Cancer,1.392416802,7.7680115
TCGA-B0-4818-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.335276094,-6.707025598
TCGA-AR-A24M-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.252552715,-1.50306518
TCGA-BP-4774-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.370956388,-6.711827825
TCGA-NC-A5HP-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.206671271,1.293216516
TCGA-33-4566-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-0.916516814,-1.536891054
TCGA-S2-AA1A-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.898910913,-2.082062553
TCGA-53-7626-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.247338805,-2.94438393
TCGA-KO-8405-01,,Kidney Cancer,TCGA Tumor,KICH,Kidney Cancer,-3.551183972,5.101716448
TCGA-LN-A4A2-01,,Esophageal Cancer,TCGA Tumor,ESCA,Esophageal Cancer,-5.529440436,1.935008694
TCGA-55-8511-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.182839367,-2.907287191
TCGA-06-5418-01,,Glioblastoma,TCGA Tumor,GBM,Brain Cancer,1.379202631,-9.071058821
TCGA-A7-A2KD-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,5.107080903,-1.344629358
TCGA-BA-A6DI-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.546965632,1.014723886
TCGA-77-A5GH-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.250188861,0.78317051
TCGA-EB-A3XC-01,,Skin Cancer,TCGA Tumor,SKCM,Skin Cancer,5.301200357,3.897107054
TCGA-4Z-AA83-01,,Bladder Cancer,TCGA Tumor,BLCA,Bladder Cancer,-3.641599688,0.143102695
TCGA-18-5592-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.259597811,1.982392241
TCGA-34-8454-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.31320909,1.28930204
TCGA-3E-AAAZ-01,,Pancreatic Cancer,TCGA Tumor,PAAD,Pancreatic Cancer,-2.712412629,-1.992980312
TCGA-BP-4163-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.017579522,-5.821165632
TCGA-CV-6951-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-5.611107383,2.231855322
TCGA-AR-A252-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.356743541,-1.592761706
TCGA-05-4434-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.758485231,-2.360809873
TCGA-EL-A3H8-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.3081927,-0.215419065
TCGA-CD-8534-01,,Gastric Cancer,TCGA Tumor,STAD,Gastric Cancer,-4.386832747,-3.470739435
TCGA-AR-A0U2-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,5.314718213,-1.424173187
TCGA-ZF-AA5N-01,,Bladder Cancer,TCGA Tumor,BLCA,Bladder Cancer,-4.121463809,0.326030512
TCGA-AA-A02K-01,,Colorectal Cancer,TCGA Tumor,COAD,Colon/Colorectal Cancer,-5.828131709,-3.721604418
TCGA-63-7021-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-6.083453688,2.329227854
TCGA-23-1114-01,,Ovarian Cancer,TCGA Tumor,OV,Ovarian Cancer,1.432574716,7.77683251
TCGA-85-7698-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.349878821,2.33667009
TCGA-CK-6748-01,,Colorectal Cancer,TCGA Tumor,COAD,Colon/Colorectal Cancer,-6.125497374,-3.540298532
TCGA-IB-AAUT-01,,Pancreatic Cancer,TCGA Tumor,PAAD,Pancreatic Cancer,-2.424886021,-2.459315847
TCGA-B0-4821-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.113671746,-5.341370176
TCGA-FR-A8YC-06,,Skin Cancer,TCGA Tumor,SKCM,Skin Cancer,6.532030072,4.266335894
TCGA-AR-A24L-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,3.869236675,-1.662472438
TCGA-D3-A5GR-06,,Skin Cancer,TCGA Tumor,SKCM,Skin Cancer,5.116855111,3.485526491
TCGA-D7-8576-01,,Gastric Cancer,TCGA Tumor,STAD,Gastric Cancer,-3.79432157,-3.688545059
TCGA-24-1436-01,,Ovarian Cancer,TCGA Tumor,OV,Ovarian Cancer,1.691850629,8.0659508
TCGA-BR-8368-01,,Gastric Cancer,TCGA Tumor,STAD,Gastric Cancer,-3.941029582,-3.690127682
TCGA-G2-A2EF-01,,Bladder Cancer,TCGA Tumor,BLCA,Bladder Cancer,-5.228633437,0.839083124
TCGA-96-A4JK-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.44277719,2.589836527
TCGA-BP-4765-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.359367814,-6.666470121
TCGA-55-8092-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-1.106327567,-2.069825958
TCGA-BR-8284-01,,Gastric Cancer,TCGA Tumor,STAD,Gastric Cancer,-4.351798091,-3.515910219
TCGA-CR-7383-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-5.470620189,1.905176092
TCGA-BH-A0E2-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,3.938577857,-1.740548204
TCGA-WE-A8ZR-06,,Skin Cancer,TCGA Tumor,SKCM,Skin Cancer,5.946304765,3.542921473
TCGA-DJ-A3VF-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,10.94613883,-0.334665876
TCGA-66-2794-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.313056979,2.378840614
TCGA-29-1776-01,,Ovarian Cancer,TCGA Tumor,OV,Ovarian Cancer,2.013387647,8.134876658
TCGA-H8-A6C1-01,,Pancreatic Cancer,TCGA Tumor,PAAD,Pancreatic Cancer,-2.993652139,-2.660339187
TCGA-EL-A4KI-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.60799357,0.541990895
TCGA-BH-A18V-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,0.909440961,-1.408868264
TCGA-D3-A3ML-06,,Skin Cancer,TCGA Tumor,SKCM,Skin Cancer,5.92675015,3.498243977
TCGA-D5-6898-01,,Colorectal Cancer,TCGA Tumor,COAD,Colon/Colorectal Cancer,-5.806296859,-3.586281132
TCGA-EB-A44N-01,,Skin Cancer,TCGA Tumor,SKCM,Skin Cancer,-6.438996348,-0.031422194
TCGA-DJ-A3VM-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.42816493,0.93298303
TCGA-3X-AAV9-01,,Bile Duct Cancer,TCGA Tumor,CHOL,Bile Duct Cancer,-3.056927476,-2.227617096
TCGA-LL-A5YN-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.582513776,-1.575135421
TCGA-56-7222-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.246806178,1.456202794
TCGA-B6-A0WY-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,3.982523647,-1.772603344
TCGA-L9-A50W-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.351792071,-2.832667183
TCGA-EW-A423-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.545629945,-1.368397068
TCGA-39-5028-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-6.087855849,1.016412188
TCGA-A6-2685-01,,Colorectal Cancer,TCGA Tumor,COAD,Colon/Colorectal Cancer,-5.716982398,-3.786768745
TCGA-FE-A23A-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,10.89215323,-0.357676666
TCGA-BP-4756-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.024002519,-6.477148126
TCGA-22-5482-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.630693469,1.475278069
TCGA-55-7281-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.206745598,-3.120298456
TCGA-24-1923-01,,Ovarian Cancer,TCGA Tumor,OV,Ovarian Cancer,1.418626275,7.948704649
TCGA-A3-3324-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.116017308,-6.604856085
TCGA-66-2800-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.479815516,2.563742329
TCGA-44-7661-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.09125838,-2.745824169
TCGA-DX-A7EM-01,,Sarcoma,TCGA Tumor,SARC,Sarcoma,1.966870513,1.577127982
TCGA-BB-A5HY-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-5.19697145,1.446686913
TCGA-CE-A485-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.38323161,0.082114907
TCGA-VQ-A8P3-01,,Gastric Cancer,TCGA Tumor,STAD,Gastric Cancer,-4.061049971,-3.623437475
TCGA-VR-A8EW-01,,Esophageal Cancer,TCGA Tumor,ESCA,Esophageal Cancer,-6.163970504,2.288067986
TCGA-LN-A9FO-01,,Esophageal Cancer,TCGA Tumor,ESCA,Esophageal Cancer,-5.884426627,1.329644967
TCGA-EB-A24D-01,,Skin Cancer,TCGA Tumor,SKCM,Skin Cancer,6.59790751,4.306258131
TCGA-C8-A12X-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,5.516901937,-1.565732311
TCGA-KN-8432-01,,Kidney Cancer,TCGA Tumor,KICH,Kidney Cancer,-3.575166974,5.116864611
TCGA-44-2656-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.021896902,-1.993387293
TCGA-D3-A2JB-06,,Skin Cancer,TCGA Tumor,SKCM,Skin Cancer,5.909807172,3.577505518
TCGA-SG-A6Z7-01,,Sarcoma,TCGA Tumor,SARC,Sarcoma,0.569940847,1.158164431
TCGA-E9-A5UO-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,5.584996667,-1.703210901
TCGA-DJ-A3VJ-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.39770075,-0.1123535
TCGA-F2-A8YN-01,,Pancreatic Cancer,TCGA Tumor,PAAD,Pancreatic Cancer,-3.260626111,-2.801238369
TCGA-BH-A18U-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.733082738,-1.53070433
TCGA-D3-A3MO-06,,Skin Cancer,TCGA Tumor,SKCM,Skin Cancer,5.060712781,3.439492394
TCGA-BH-A0C0-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.856997934,-1.289693307
TCGA-09-1659-01,,Ovarian Cancer,TCGA Tumor,OV,Ovarian Cancer,1.548675981,7.927497793
TCGA-A8-A09I-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,5.238940206,-1.403532456
TCGA-KO-8417-01,,Kidney Cancer,TCGA Tumor,KICH,Kidney Cancer,-3.59047893,5.132472445
TCGA-AZ-4616-01,,Colorectal Cancer,TCGA Tumor,COAD,Colon/Colorectal Cancer,-5.693683181,-3.557227205
TCGA-E9-A22D-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,5.421663728,-1.461960028
TCGA-E2-A1LE-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.110572543,-0.925349008
TCGA-E2-A15F-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,5.532992807,-1.560301017
TCGA-77-A5GB-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-6.369980368,0.594134141
TCGA-B0-5110-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.391310659,-6.572764467
TCGA-FE-A235-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.57857558,0.142196369
TCGA-DM-A1HA-01,,Colorectal Cancer,TCGA Tumor,COAD,Colon/Colorectal Cancer,-5.691900286,-3.404342007
