gene,both,model-only,tumor-only,total,cancer_type
PTPRD,1.0,0.0,0.0,1.0,HNSC
RFC1,0.0,1.0,0.0,1.0,HNSC
SOX2,0.0,1.0,0.0,1.0,HNSC
TERC,0.0,1.0,0.0,1.0,HNSC
TERT,1.0,0.0,0.0,1.0,HNSC
TP53,1.0,0.0,0.0,1.0,HNSC
ZNF750,1.0,0.0,0.0,1.0,HNSC
ATM,0.0,1.0,0.0,1.0,IPMN
BRD4,0.0,0.0,1.0,1.0,IPMN
CDKN2A,0.0,1.0,0.0,1.0,IPMN
ERBB4,0.0,1.0,0.0,1.0,IPMN
ESR1,0.0,1.0,0.0,1.0,IPMN
GNAS,0.0,1.0,0.0,1.0,IPMN
KRAS,1.0,0.0,0.0,1.0,IPMN
MCL1,0.0,0.0,1.0,1.0,IPMN
MUC6,0.0,1.0,0.0,1.0,IPMN
NIPBL,0.0,1.0,0.0,1.0,IPMN
RBM10,0.0,1.0,0.0,1.0,IPMN
RIT1,0.0,0.0,1.0,1.0,IPMN
RUNX1,0.0,1.0,0.0,1.0,IPMN
TP53,0.0,0.0,1.0,1.0,IPMN
CDKN1A,1.0,0.0,0.0,1.0,KICH
CHD4,1.0,0.0,0.0,1.0,KICH
DACH1,0.0,1.0,0.0,1.0,KICH
AMER1,1.0,0.0,0.0,1.0,KIRC
ARID1A,0.0,1.0,0.0,1.0,KIRC
CARD11,0.0,1.0,0.0,1.0,KIRC
PBRM1,0.0,1.0,0.0,1.0,KIRC
PIK3CA,0.0,0.0,1.0,1.0,KIRC
PLXNB2,0.0,1.0,0.0,1.0,KIRC
RNF43,1.0,0.0,0.0,1.0,KIRC
SETD2,1.0,0.0,0.0,1.0,KIRC
TP53,1.0,0.0,0.0,1.0,KIRC
VHL,1.0,0.0,0.0,1.0,KIRC
CACNA1A,0.0,1.0,0.0,1.0,LIHC
EPHA2,1.0,0.0,0.0,1.0,LIHC
FGFR1,1.0,0.0,0.0,1.0,LIHC
KEL,1.0,0.0,0.0,1.0,LIHC
MCL1,1.0,0.0,0.0,1.0,LIHC
MDM4,1.0,0.0,0.0,1.0,LIHC
NOTCH1,0.0,1.0,0.0,1.0,LIHC
RIT1,1.0,0.0,0.0,1.0,LIHC
SAV1,0.0,0.0,1.0,1.0,LIHC
SCAF4,1.0,0.0,0.0,1.0,LIHC
SPTA1,0.0,1.0,0.0,1.0,LIHC
SPTAN1,1.0,0.0,0.0,1.0,LIHC
ZNF703,1.0,0.0,0.0,1.0,LIHC
CDKN2A,4.0,2.0,2.0,8.0,LUAD
TP53,7.0,0.0,0.0,7.0,LUAD
KEAP1,5.0,0.0,0.0,5.0,LUAD
KRAS,5.0,0.0,0.0,5.0,LUAD
KMT2A,2.0,1.0,1.0,4.0,LUAD
MACF1,3.0,1.0,0.0,4.0,LUAD
STK11,2.0,1.0,1.0,4.0,LUAD
TERT,4.0,0.0,0.0,4.0,LUAD
EGFR,1.0,2.0,0.0,3.0,LUAD
KIF1A,2.0,0.0,1.0,3.0,LUAD
KMT2D,0.0,1.0,2.0,3.0,LUAD
SPTA1,3.0,0.0,0.0,3.0,LUAD
MGA,1.0,2.0,0.0,3.0,LUAD
PIK3CG,3.0,0.0,0.0,3.0,LUAD
PGR,1.0,0.0,1.0,2.0,LUAD
PTPRD,2.0,0.0,0.0,2.0,LUAD
ERBB2,2.0,0.0,0.0,2.0,LUAD
RAF1,1.0,0.0,1.0,2.0,LUAD
FLNA,1.0,1.0,0.0,2.0,LUAD
NIPBL,2.0,0.0,0.0,2.0,LUAD
DDX3X,2.0,0.0,0.0,2.0,LUAD
DACH1,2.0,0.0,0.0,2.0,LUAD
SETBP1,1.0,1.0,0.0,2.0,LUAD
AMER1,2.0,0.0,0.0,2.0,LUAD
APC,2.0,0.0,0.0,2.0,LUAD
KMT2B,1.0,1.0,0.0,2.0,LUAD
GABRA6,1.0,0.0,1.0,2.0,LUAD
AR,2.0,0.0,0.0,2.0,LUAD
NF1,2.0,0.0,0.0,2.0,LUAD
TLR4,1.0,1.0,0.0,2.0,LUAD
ATRX,2.0,0.0,0.0,2.0,LUAD
GNAS,2.0,0.0,0.0,2.0,LUAD
TBX3,1.0,1.0,0.0,2.0,LUAD
ALK,2.0,0.0,0.0,2.0,LUAD
PLXNB2,1.0,0.0,0.0,1.0,LUAD
POLE,1.0,0.0,0.0,1.0,LUAD
PDGFRA,1.0,0.0,0.0,1.0,LUAD
PBRM1,1.0,0.0,0.0,1.0,LUAD
PAX5,1.0,0.0,0.0,1.0,LUAD
NFE2L2,1.0,0.0,0.0,1.0,LUAD
NF2,1.0,0.0,0.0,1.0,LUAD
MTOR,1.0,0.0,0.0,1.0,LUAD
PMS2,1.0,0.0,0.0,1.0,LUAD
ZFHX3,1.0,0.0,0.0,1.0,LUAD
WT1,1.0,0.0,0.0,1.0,LUAD
UNCX,1.0,0.0,0.0,1.0,LUAD
TGFBR2,0.0,0.0,1.0,1.0,LUAD
STAG2,0.0,1.0,0.0,1.0,LUAD
SOX9,0.0,0.0,1.0,1.0,LUAD
SOS1,1.0,0.0,0.0,1.0,LUAD
SMARCB1,1.0,0.0,0.0,1.0,LUAD
SMARCA4,1.0,0.0,0.0,1.0,LUAD
MYH9,1.0,0.0,0.0,1.0,LUAD
SIN3A,0.0,0.0,1.0,1.0,LUAD
SETD2,1.0,0.0,0.0,1.0,LUAD
RNF43,1.0,0.0,0.0,1.0,LUAD
RFC1,1.0,0.0,0.0,1.0,LUAD
RBM10,1.0,0.0,0.0,1.0,LUAD
PTPRC,1.0,0.0,0.0,1.0,LUAD
PTPDC1,1.0,0.0,0.0,1.0,LUAD
PTCH1,0.0,1.0,0.0,1.0,LUAD
PPP2R1A,1.0,0.0,0.0,1.0,LUAD
POLRMT,1.0,0.0,0.0,1.0,LUAD
SMARCA1,1.0,0.0,0.0,1.0,LUAD
DIAPH2,0.0,0.0,1.0,1.0,LUAD
CYSLTR2,1.0,0.0,0.0,1.0,LUAD
CREBBP,0.0,1.0,0.0,1.0,LUAD
COL5A1,0.0,0.0,1.0,1.0,LUAD
CNBD1,1.0,0.0,0.0,1.0,LUAD
CIC,0.0,0.0,1.0,1.0,LUAD
CHEK2,1.0,0.0,0.0,1.0,LUAD
CHD4,0.0,0.0,1.0,1.0,LUAD
CEBPA,0.0,1.0,0.0,1.0,LUAD
XPO1,1.0,0.0,0.0,1.0,LUAD
CD70,1.0,0.0,0.0,1.0,LUAD
CBFB,1.0,0.0,0.0,1.0,LUAD
BRCA2,0.0,0.0,1.0,1.0,LUAD
BCOR,0.0,1.0,0.0,1.0,LUAD
BCL2L11,1.0,0.0,0.0,1.0,LUAD
ATR,1.0,0.0,0.0,1.0,LUAD
ATM,0.0,1.0,0.0,1.0,LUAD
ARID5B,0.0,1.0,0.0,1.0,LUAD
ARID2,1.0,0.0,0.0,1.0,LUAD
AJUBA,0.0,0.0,1.0,1.0,LUAD
CDKN1B,1.0,0.0,0.0,1.0,LUAD
MSH3,1.0,0.0,0.0,1.0,LUAD
MET,0.0,1.0,0.0,1.0,LUAD
MED12,1.0,0.0,0.0,1.0,LUAD
KMT2C,0.0,0.0,1.0,1.0,LUAD
KDM5C,0.0,0.0,1.0,1.0,LUAD
KANSL1,1.0,0.0,0.0,1.0,LUAD
JAK3,1.0,0.0,0.0,1.0,LUAD
JAK2,0.0,0.0,1.0,1.0,LUAD
JAK1,1.0,0.0,0.0,1.0,LUAD
IRF6,1.0,0.0,0.0,1.0,LUAD
DMD,1.0,0.0,0.0,1.0,LUAD
IDH1,1.0,0.0,0.0,1.0,LUAD
HUWE1,0.0,1.0,0.0,1.0,LUAD
GRIN2D,1.0,0.0,0.0,1.0,LUAD
FUBP1,1.0,0.0,0.0,1.0,LUAD
FGFR1,1.0,0.0,0.0,1.0,LUAD
FBXW7,1.0,0.0,0.0,1.0,LUAD
ESR1,1.0,0.0,0.0,1.0,LUAD
ERBB4,1.0,0.0,0.0,1.0,LUAD
EPAS1,0.0,1.0,0.0,1.0,LUAD
EEF1A1,0.0,1.0,0.0,1.0,LUAD
IL7R,1.0,0.0,0.0,1.0,LUAD
ARID1A,1.0,0.0,0.0,1.0,LUSC
CCND1,1.0,0.0,0.0,1.0,LUSC
CCND2,1.0,0.0,0.0,1.0,LUSC
CDK6,1.0,0.0,0.0,1.0,LUSC
CDKN2A,1.0,0.0,0.0,1.0,LUSC
CUL3,1.0,0.0,0.0,1.0,LUSC
JAK2,1.0,0.0,0.0,1.0,LUSC
KMT2D,1.0,0.0,0.0,1.0,LUSC
KRAS,1.0,0.0,0.0,1.0,LUSC
LATS1,1.0,0.0,0.0,1.0,LUSC
NF1,1.0,0.0,0.0,1.0,LUSC
POLRMT,1.0,0.0,0.0,1.0,LUSC
RFC1,0.0,0.0,1.0,1.0,LUSC
SOX2,0.0,0.0,1.0,1.0,LUSC
SPTAN1,0.0,0.0,1.0,1.0,LUSC
TERC,0.0,0.0,1.0,1.0,LUSC
TERT,1.0,0.0,0.0,1.0,LUSC
TP53,1.0,0.0,0.0,1.0,LUSC
USP9X,1.0,0.0,0.0,1.0,LUSC
CD44,1.0,0.0,0.0,1.0,MISC
ERBB2,1.0,0.0,0.0,1.0,MISC
ERBB4,0.0,0.0,1.0,1.0,MISC
FLNA,0.0,1.0,0.0,1.0,MISC
HGF,0.0,0.0,1.0,1.0,MISC
MED12,1.0,0.0,0.0,1.0,MISC
MTOR,0.0,1.0,0.0,1.0,MISC
MYC,1.0,0.0,0.0,1.0,MISC
NF1,1.0,0.0,0.0,1.0,MISC
TP53,6.0,1.0,0.0,7.0,OV
EPAS1,1.0,0.0,1.0,2.0,OV
MYC,1.0,0.0,1.0,2.0,OV
CDKN2A,1.0,1.0,0.0,2.0,OV
KRAS,2.0,0.0,0.0,2.0,OV
CCNE1,1.0,0.0,0.0,1.0,OV
BCOR,0.0,1.0,0.0,1.0,OV
BRD4,1.0,0.0,0.0,1.0,OV
CTNNB1,1.0,0.0,0.0,1.0,OV
CSDE1,1.0,0.0,0.0,1.0,OV
CASP8,1.0,0.0,0.0,1.0,OV
FAT1,0.0,0.0,1.0,1.0,OV
GNAS,1.0,0.0,0.0,1.0,OV
GRIN2D,0.0,1.0,0.0,1.0,OV
FLT3,1.0,0.0,0.0,1.0,OV
FGFR2,0.0,0.0,1.0,1.0,OV
KEAP1,1.0,0.0,0.0,1.0,OV
HUWE1,0.0,1.0,0.0,1.0,OV
MACF1,0.0,0.0,1.0,1.0,OV
MCL1,0.0,0.0,1.0,1.0,OV
NF1,1.0,0.0,0.0,1.0,OV
NF2,1.0,0.0,0.0,1.0,OV
NFE2L2,0.0,1.0,0.0,1.0,OV
FOXA1,0.0,0.0,1.0,1.0,OV
NIPBL,0.0,0.0,1.0,1.0,OV
NSD1,0.0,0.0,1.0,1.0,OV
PIK3R2,0.0,0.0,1.0,1.0,OV
PIK3CG,0.0,0.0,1.0,1.0,OV
PPP2R1A,0.0,1.0,0.0,1.0,OV
RPL22,0.0,0.0,1.0,1.0,OV
RPL5,0.0,1.0,0.0,1.0,OV
PLXNB2,0.0,0.0,1.0,1.0,OV
SETBP1,0.0,1.0,0.0,1.0,OV
SMAD4,1.0,0.0,0.0,1.0,OV
SPTA1,0.0,1.0,0.0,1.0,OV
TNFAIP3,1.0,0.0,0.0,1.0,OV
USP9X,0.0,0.0,1.0,1.0,OV
XPO1,1.0,0.0,0.0,1.0,OV
ZFHX3,0.0,1.0,0.0,1.0,OV
ZNF133,0.0,0.0,1.0,1.0,OV
KRAS,47.0,3.0,0.0,50.0,PAAD
TP53,44.0,4.0,0.0,48.0,PAAD
CDKN2A,32.0,6.0,5.0,43.0,PAAD
SMAD4,13.0,8.0,2.0,23.0,PAAD
MYC,6.0,3.0,5.0,14.0,PAAD
GATA6,5.0,2.0,4.0,11.0,PAAD
KMT2D,5.0,3.0,0.0,8.0,PAAD
ARID1A,6.0,1.0,0.0,7.0,PAAD
KMT2C,3.0,2.0,1.0,6.0,PAAD
PLXNB2,3.0,1.0,2.0,6.0,PAAD
TGFBR2,5.0,0.0,1.0,6.0,PAAD
ATM,3.0,1.0,1.0,5.0,PAAD
ACVR2A,3.0,2.0,0.0,5.0,PAAD
RNF43,3.0,2.0,0.0,5.0,PAAD
GNAS,3.0,1.0,0.0,4.0,PAAD
TERT,3.0,1.0,0.0,4.0,PAAD
MACF1,1.0,2.0,1.0,4.0,PAAD
ERBB2,1.0,1.0,1.0,3.0,PAAD
MUC6,1.0,2.0,0.0,3.0,PAAD
MYH9,1.0,2.0,0.0,3.0,PAAD
ERBB4,2.0,1.0,0.0,3.0,PAAD
STK11,2.0,1.0,0.0,3.0,PAAD
SPTA1,3.0,0.0,0.0,3.0,PAAD
SF1,2.0,1.0,0.0,3.0,PAAD
SOX9,2.0,0.0,0.0,2.0,PAAD
HLA-B,1.0,1.0,0.0,2.0,PAAD
KDM6A,2.0,0.0,0.0,2.0,PAAD
KMT2B,2.0,0.0,0.0,2.0,PAAD
SMARCA1,1.0,1.0,0.0,2.0,PAAD
SETD2,1.0,1.0,0.0,2.0,PAAD
POLE,2.0,0.0,0.0,2.0,PAAD
MAP2K4,1.0,1.0,0.0,2.0,PAAD
MTOR,2.0,0.0,0.0,2.0,PAAD
PGR,0.0,1.0,1.0,2.0,PAAD
PDGFRA,2.0,0.0,0.0,2.0,PAAD
PBRM1,2.0,0.0,0.0,2.0,PAAD
NOTCH1,1.0,1.0,0.0,2.0,PAAD
NOTCH2,1.0,1.0,0.0,2.0,PAAD
FGFR3,1.0,0.0,1.0,2.0,PAAD
APC,2.0,0.0,0.0,2.0,PAAD
CIC,2.0,0.0,0.0,2.0,PAAD
AMER1,2.0,0.0,0.0,2.0,PAAD
EGFR,1.0,1.0,0.0,2.0,PAAD
CTNNB1,1.0,1.0,0.0,2.0,PAAD
ACVR1B,1.0,1.0,0.0,2.0,PAAD
CTNND1,2.0,0.0,0.0,2.0,PAAD
BRAF,2.0,0.0,0.0,2.0,PAAD
RAF1,1.0,0.0,0.0,1.0,PAAD
RAC1,0.0,1.0,0.0,1.0,PAAD
PTPRD,1.0,0.0,0.0,1.0,PAAD
PTPN11,1.0,0.0,0.0,1.0,PAAD
PSIP1,1.0,0.0,0.0,1.0,PAAD
PPM1D,1.0,0.0,0.0,1.0,PAAD
CARD11,0.0,1.0,0.0,1.0,PAAD
CDK12,1.0,0.0,0.0,1.0,PAAD
PIM1,0.0,1.0,0.0,1.0,PAAD
RBM10,1.0,0.0,0.0,1.0,PAAD
PIK3CG,1.0,0.0,0.0,1.0,PAAD
PIK3CA,1.0,0.0,0.0,1.0,PAAD
CHD3,1.0,0.0,0.0,1.0,PAAD
CHD4,1.0,0.0,0.0,1.0,PAAD
PAX5,1.0,0.0,0.0,1.0,PAAD
PIK3R1,1.0,0.0,0.0,1.0,PAAD
ZFP36L2,1.0,0.0,0.0,1.0,PAAD
ZFHX3,0.0,1.0,0.0,1.0,PAAD
VHL,0.0,0.0,1.0,1.0,PAAD
TAF1,1.0,0.0,0.0,1.0,PAAD
TET2,1.0,0.0,0.0,1.0,PAAD
BRCA2,0.0,1.0,0.0,1.0,PAAD
ZMYM3,1.0,0.0,0.0,1.0,PAAD
ARID5B,1.0,0.0,0.0,1.0,PAAD
ASXL2,1.0,0.0,0.0,1.0,PAAD
RFC1,0.0,0.0,1.0,1.0,PAAD
SOS1,0.0,1.0,0.0,1.0,PAAD
SMARCA4,0.0,0.0,1.0,1.0,PAAD
ATR,0.0,1.0,0.0,1.0,PAAD
BCOR,0.0,1.0,0.0,1.0,PAAD
ALB,0.0,0.0,1.0,1.0,PAAD
SCAF4,1.0,0.0,0.0,1.0,PAAD
CACNA1A,0.0,1.0,0.0,1.0,PAAD
RNF111,1.0,0.0,0.0,1.0,PAAD
NSD1,1.0,0.0,0.0,1.0,PAAD
RET,1.0,0.0,0.0,1.0,PAAD
SOX17,0.0,0.0,1.0,1.0,PAAD
KIT,1.0,0.0,0.0,1.0,PAAD
KIF1A,0.0,1.0,0.0,1.0,PAAD
ELF3,0.0,1.0,0.0,1.0,PAAD
KDM5C,1.0,0.0,0.0,1.0,PAAD
KANSL1,0.0,1.0,0.0,1.0,PAAD
JAK3,1.0,0.0,0.0,1.0,PAAD
JAK1,0.0,0.0,1.0,1.0,PAAD
IRF6,1.0,0.0,0.0,1.0,PAAD
INPPL1,1.0,0.0,0.0,1.0,PAAD
COL5A1,0.0,1.0,0.0,1.0,PAAD
EP300,0.0,1.0,0.0,1.0,PAAD
HLA-A,1.0,0.0,0.0,1.0,PAAD
HGF,0.0,1.0,0.0,1.0,PAAD
EPAS1,1.0,0.0,0.0,1.0,PAAD
GNA13,1.0,0.0,0.0,1.0,PAAD
EPHA2,0.0,0.0,1.0,1.0,PAAD
GABRA6,0.0,1.0,0.0,1.0,PAAD
FBXW7,0.0,1.0,0.0,1.0,PAAD
FGFR2,1.0,0.0,0.0,1.0,PAAD
HRAS,0.0,1.0,0.0,1.0,PAAD
CNBD1,1.0,0.0,0.0,1.0,PAAD
NIPBL,1.0,0.0,0.0,1.0,PAAD
NFE2L2,0.0,1.0,0.0,1.0,PAAD
NCOR1,1.0,0.0,0.0,1.0,PAAD
CREBBP,1.0,0.0,0.0,1.0,PAAD
CUL3,1.0,0.0,0.0,1.0,PAAD
MSH6,1.0,0.0,0.0,1.0,PAAD
MGMT,0.0,1.0,0.0,1.0,PAAD
MED12,0.0,0.0,1.0,1.0,PAAD
KLF5,0.0,1.0,0.0,1.0,PAAD
MDM2,0.0,0.0,1.0,1.0,PAAD
MAP3K4,1.0,0.0,0.0,1.0,PAAD
DDX3X,1.0,0.0,0.0,1.0,PAAD
MAP2K1,1.0,0.0,0.0,1.0,PAAD
DICER1,1.0,0.0,0.0,1.0,PAAD
LATS1,1.0,0.0,0.0,1.0,PAAD
DMD,1.0,0.0,0.0,1.0,PAAD
DNMT3A,1.0,0.0,0.0,1.0,PAAD
EEF2,0.0,1.0,0.0,1.0,PAAD
KMT2A,1.0,0.0,0.0,1.0,PAAD
MECOM,1.0,0.0,0.0,1.0,PAAD
APC,28.0,1.0,0.0,29.0,READ
TP53,22.0,6.0,0.0,28.0,READ
KRAS,14.0,1.0,1.0,16.0,READ
FBXW7,10.0,1.0,1.0,12.0,READ
SMAD4,11.0,0.0,0.0,11.0,READ
TCF7L2,6.0,2.0,0.0,8.0,READ
MYC,3.0,2.0,3.0,8.0,READ
PIK3CA,7.0,0.0,0.0,7.0,READ
FGFR1,1.0,2.0,3.0,6.0,READ
BRAF,6.0,0.0,0.0,6.0,READ
ZFP36L2,4.0,1.0,1.0,6.0,READ
KMT2C,2.0,3.0,1.0,6.0,READ
DMD,3.0,0.0,2.0,5.0,READ
KIF1A,4.0,1.0,0.0,5.0,READ
SPTA1,3.0,0.0,1.0,4.0,READ
SMAD2,4.0,0.0,0.0,4.0,READ
FAT1,1.0,2.0,1.0,4.0,READ
RET,1.0,2.0,0.0,3.0,READ
ERBB2,3.0,0.0,0.0,3.0,READ
SETBP1,2.0,1.0,0.0,3.0,READ
GNAS,2.0,1.0,0.0,3.0,READ
ELF3,2.0,1.0,0.0,3.0,READ
NRAS,2.0,1.0,0.0,3.0,READ
SMARCA4,1.0,1.0,1.0,3.0,READ
KANSL1,1.0,2.0,0.0,3.0,READ
SOX9,3.0,0.0,0.0,3.0,READ
COL5A1,2.0,1.0,0.0,3.0,READ
KMT2A,0.0,3.0,0.0,3.0,READ
CHD4,2.0,1.0,0.0,3.0,READ
PIK3CG,2.0,1.0,0.0,3.0,READ
PDGFRA,2.0,1.0,0.0,3.0,READ
MGA,2.0,1.0,0.0,3.0,READ
TERT,3.0,0.0,0.0,3.0,READ
ATM,3.0,0.0,0.0,3.0,READ
LATS1,2.0,1.0,0.0,3.0,READ
MACF1,1.0,2.0,0.0,3.0,READ
FGFR2,2.0,0.0,0.0,2.0,READ
MTOR,2.0,0.0,0.0,2.0,READ
RBM10,1.0,1.0,0.0,2.0,READ
MED12,1.0,1.0,0.0,2.0,READ
MECOM,1.0,1.0,0.0,2.0,READ
RB1,0.0,2.0,0.0,2.0,READ
NCOR1,1.0,1.0,0.0,2.0,READ
HGF,1.0,1.0,0.0,2.0,READ
PGR,2.0,0.0,0.0,2.0,READ
PTEN,1.0,1.0,0.0,2.0,READ
PLCG1,0.0,1.0,1.0,2.0,READ
PPM1D,1.0,1.0,0.0,2.0,READ
PLXNB2,1.0,0.0,1.0,2.0,READ
POLE,1.0,1.0,0.0,2.0,READ
PMS2,2.0,0.0,0.0,2.0,READ
KMT2D,1.0,1.0,0.0,2.0,READ
KLF5,1.0,1.0,0.0,2.0,READ
NUP93,1.0,1.0,0.0,2.0,READ
CHD8,0.0,1.0,1.0,2.0,READ
ARID2,1.0,1.0,0.0,2.0,READ
CNBD1,0.0,1.0,1.0,2.0,READ
SOX17,1.0,1.0,0.0,2.0,READ
ARID1A,1.0,1.0,0.0,2.0,READ
ZFHX3,1.0,1.0,0.0,2.0,READ
BCOR,1.0,1.0,0.0,2.0,READ
USP9X,1.0,1.0,0.0,2.0,READ
ATR,1.0,1.0,0.0,2.0,READ
SIN3A,0.0,1.0,1.0,2.0,READ
ARAF,1.0,1.0,0.0,2.0,READ
AMER1,2.0,0.0,0.0,2.0,READ
EPAS1,2.0,0.0,0.0,2.0,READ
ALK,1.0,1.0,0.0,2.0,READ
AXIN1,0.0,1.0,1.0,2.0,READ
ARHGAP35,0.0,2.0,0.0,2.0,READ
SETD2,0.0,2.0,0.0,2.0,READ
ERBB3,1.0,1.0,0.0,2.0,READ
SCAF4,1.0,1.0,0.0,2.0,READ
BTG2,0.0,2.0,0.0,2.0,READ
TSC2,1.0,1.0,0.0,2.0,READ
PIK3R2,0.0,1.0,0.0,1.0,READ
PIK3R1,1.0,0.0,0.0,1.0,READ
SPTAN1,1.0,0.0,0.0,1.0,READ
PIM1,0.0,1.0,0.0,1.0,READ
TCF12,0.0,1.0,0.0,1.0,READ
TET2,0.0,1.0,0.0,1.0,READ
PCBP1,1.0,0.0,0.0,1.0,READ
PBRM1,1.0,0.0,0.0,1.0,READ
PIK3CB,0.0,1.0,0.0,1.0,READ
RPL22,1.0,0.0,0.0,1.0,READ
RASA1,0.0,1.0,0.0,1.0,READ
RARA,0.0,1.0,0.0,1.0,READ
RAF1,0.0,1.0,0.0,1.0,READ
RAC1,1.0,0.0,0.0,1.0,READ
SF1,0.0,1.0,0.0,1.0,READ
PTMA,0.0,1.0,0.0,1.0,READ
ASXL1,0.0,1.0,0.0,1.0,READ
PPP2R1A,0.0,1.0,0.0,1.0,READ
SMAD3,0.0,1.0,0.0,1.0,READ
SMARCB1,1.0,0.0,0.0,1.0,READ
SOS1,0.0,1.0,0.0,1.0,READ
SPOP,1.0,0.0,0.0,1.0,READ
PMS1,1.0,0.0,0.0,1.0,READ
ASXL2,1.0,0.0,0.0,1.0,READ
ATRX,0.0,1.0,0.0,1.0,READ
PTCH1,1.0,0.0,0.0,1.0,READ
EPHA3,1.0,0.0,0.0,1.0,READ
EPHA2,1.0,0.0,0.0,1.0,READ
EP300,0.0,1.0,0.0,1.0,READ
EIF1AX,1.0,0.0,0.0,1.0,READ
EEF2,0.0,1.0,0.0,1.0,READ
DNMT3A,0.0,1.0,0.0,1.0,READ
DICER1,1.0,0.0,0.0,1.0,READ
DIAPH2,1.0,0.0,0.0,1.0,READ
DDX3X,1.0,0.0,0.0,1.0,READ
CYLD,1.0,0.0,0.0,1.0,READ
CUL1,1.0,0.0,0.0,1.0,READ
CREBBP,0.0,1.0,0.0,1.0,READ
CIC,0.0,1.0,0.0,1.0,READ
TGFBR2,0.0,1.0,0.0,1.0,READ
CDKN2A,0.0,0.0,1.0,1.0,READ
CDKN1B,0.0,1.0,0.0,1.0,READ
CDK12,0.0,1.0,0.0,1.0,READ
CDH1,1.0,0.0,0.0,1.0,READ
CBFB,0.0,1.0,0.0,1.0,READ
CASP8,0.0,1.0,0.0,1.0,READ
BRCA1,0.0,1.0,0.0,1.0,READ
BCL2L11,0.0,1.0,0.0,1.0,READ
ZFP36L1,0.0,1.0,0.0,1.0,READ
UNCX,1.0,0.0,0.0,1.0,READ
AJUBA,1.0,0.0,0.0,1.0,READ
ZMYM2,0.0,1.0,0.0,1.0,READ
B2M,1.0,0.0,0.0,1.0,READ
TNFAIP3,0.0,1.0,0.0,1.0,READ
CHD3,0.0,1.0,0.0,1.0,READ
PAX5,1.0,0.0,0.0,1.0,READ
NOTCH2,0.0,1.0,0.0,1.0,READ
NIPBL,0.0,1.0,0.0,1.0,READ
NF2,0.0,0.0,1.0,1.0,READ
NF1,0.0,1.0,0.0,1.0,READ
MSH6,0.0,1.0,0.0,1.0,READ
MSH2,0.0,1.0,0.0,1.0,READ
MET,0.0,1.0,0.0,1.0,READ
MAX,0.0,1.0,0.0,1.0,READ
MAPK1,0.0,1.0,0.0,1.0,READ
MAP3K1,1.0,0.0,0.0,1.0,READ
KRT222,0.0,1.0,0.0,1.0,READ
KMT2B,1.0,0.0,0.0,1.0,READ
ERBB4,0.0,1.0,0.0,1.0,READ
KDM6A,0.0,1.0,0.0,1.0,READ
JAK1,0.0,1.0,0.0,1.0,READ
INPPL1,1.0,0.0,0.0,1.0,READ
IL6ST,1.0,0.0,0.0,1.0,READ
HUWE1,1.0,0.0,0.0,1.0,READ
HRAS,1.0,0.0,0.0,1.0,READ
GNA11,0.0,0.0,1.0,1.0,READ
GATA3,0.0,1.0,0.0,1.0,READ
FUBP1,0.0,1.0,0.0,1.0,READ
FOXA2,0.0,1.0,0.0,1.0,READ
FLT3,1.0,0.0,0.0,1.0,READ
FLNA,0.0,1.0,0.0,1.0,READ
FGFR3,1.0,0.0,0.0,1.0,READ
EZH2,0.0,1.0,0.0,1.0,READ
KEL,1.0,0.0,0.0,1.0,READ
TP53,3.0,1.0,0.0,4.0,SARC
CDKN2A,3.0,0.0,0.0,3.0,SARC
CIC,2.0,0.0,0.0,2.0,SARC
KMT2D,1.0,1.0,0.0,2.0,SARC
MUC6,0.0,2.0,0.0,2.0,SARC
FAT1,1.0,1.0,0.0,2.0,SARC
CARD11,1.0,0.0,0.0,1.0,SARC
BRCA1,1.0,0.0,0.0,1.0,SARC
ATRX,0.0,0.0,1.0,1.0,SARC
CHD8,1.0,0.0,0.0,1.0,SARC
ASXL1,1.0,0.0,0.0,1.0,SARC
EPAS1,0.0,0.0,1.0,1.0,SARC
DIAPH2,1.0,0.0,0.0,1.0,SARC
DACH1,0.0,1.0,0.0,1.0,SARC
CHEK2,1.0,0.0,0.0,1.0,SARC
HLA-A,0.0,1.0,0.0,1.0,SARC
IL7R,1.0,0.0,0.0,1.0,SARC
KIT,0.0,0.0,1.0,1.0,SARC
GRIN2D,0.0,1.0,0.0,1.0,SARC
KMT2A,0.0,1.0,0.0,1.0,SARC
MACF1,0.0,0.0,1.0,1.0,SARC
MSH3,0.0,1.0,0.0,1.0,SARC
MYH9,0.0,1.0,0.0,1.0,SARC
NCOR1,0.0,1.0,0.0,1.0,SARC
NF1,0.0,0.0,1.0,1.0,SARC
NOTCH2,1.0,0.0,0.0,1.0,SARC
GABRA6,1.0,0.0,0.0,1.0,SARC
PBRM1,1.0,0.0,0.0,1.0,SARC
PMS1,1.0,0.0,0.0,1.0,SARC
RAC1,1.0,0.0,0.0,1.0,SARC
PTEN,1.0,0.0,0.0,1.0,SARC
RET,0.0,1.0,0.0,1.0,SARC
SETBP1,0.0,1.0,0.0,1.0,SARC
SETD2,0.0,1.0,0.0,1.0,SARC
RBM10,0.0,0.0,1.0,1.0,SARC
SPTA1,1.0,0.0,0.0,1.0,SARC
STAG2,0.0,1.0,0.0,1.0,SARC
TERT,1.0,0.0,0.0,1.0,SARC
TLR4,1.0,0.0,0.0,1.0,SARC
