cancer_type,gene,event,note,count
TVA,PLXNB2,missense,model-only,1
TVA,PMS2,missense,model-only,1
TVA,KRAS,missense,tumor-only,1
TVA,MAP3K4,missense,tumor-only,1
TVA,MEN1,missense,model-only,1
TVA,MGA,homdel,both,1
TVA,MSH2,missense,both,1
TVA,MTOR,missense,both,1
TVA,SETD2,missense,both,1
TVA,SMARCA4,deletion,both,1
TVA,SOX17,missense,both,1
TVA,NSD1,missense,both,1
TVA,PDS5B,missense,tumor-only,1
TVA,PIK3CG,missense,both,1
TVA,PIK3R1,missense,model-only,1
TVA,PLCB4,truncating,tumor-only,1
UCEC,CCND1,missense,both,1
UCEC,CCNE1,hlamp,model-only,1
UCEC,CD70,missense,tumor-only,1
UCEC,CDK12,missense,tumor-only,1
UCEC,BRCA2,missense,both,1
UCEC,BRCA2,truncating,model-only,1
UCEC,BRD7,truncating,model-only,1
UCEC,CACNA1A,missense,both,1
TVA,TCF7L2,missense,tumor-only,1
TVA,TCF7L2,truncating,both,1
TVA,TCF7L2,truncating,model-only,1
TVA,TERT,missense,tumor-only,1
TVA,ZNF703,hlamp,model-only,1
UCEC,CARD11,truncating,model-only,1
UCEC,CASP8,missense,tumor-only,1
UCEC,CASP8,truncating,both,1
UCEC,ACVR2A,truncating,both,1
UCEC,AKT1,missense,both,1
UCEC,AKT1,missense,tumor-only,1
UCEC,ALB,missense,model-only,1
UCEC,ALK,missense,tumor-only,1
TVA,SOX9,truncating,model-only,1
TVA,SPTA1,missense,both,1
TVA,SPTAN1,missense,model-only,1
UCEC,APC,missense,model-only,1
UCEC,APC,truncating,both,1
UCEC,AR,missense,both,1
UCEC,AR,missense,tumor-only,1
UCEC,ARAF,missense,both,1
UCEC,ARAF,truncating,both,1
UCEC,ABL1,truncating,tumor-only,1
UCEC,ACVR1,missense,both,1
UCEC,DDX3X,missense,both,1
UCEC,CTCF,missense,tumor-only,1
UCEC,CTCF,truncating,tumor-only,1
UCEC,CTNND1,missense,both,1
UCEC,CUL1,truncating,both,1
UCEC,CUL1,truncating,tumor-only,1
UCEC,CUL3,missense,tumor-only,1
UCEC,CUL3,truncating,both,1
UCEC,ATRX,truncating,both,1
UCEC,ATXN3,truncating,tumor-only,1
UCEC,CUL3,truncating,tumor-only,1
UCEC,CYLD,missense,model-only,1
UCEC,CYSLTR2,missense,both,1
UCEC,DACH1,missense,tumor-only,1
UCEC,DACH1,truncating,tumor-only,1
UCEC,DAZAP1,truncating,both,1
UCEC,BRAF,truncating,both,1
UCEC,BRCA1,truncating,model-only,1
UCEC,ATF7IP,missense,model-only,1
UCEC,ATF7IP,missense,tumor-only,1
UCEC,ATM,missense,both,1
UCEC,ATM,truncating,both,1
UCEC,ATR,missense,both,1
UCEC,ATRX,missense,model-only,1
UCEC,CACNA1A,missense,model-only,1
UCEC,CACNA1A,missense,tumor-only,1
UCEC,CACNA1A,truncating,model-only,1
UCEC,AXIN1,missense,tumor-only,1
UCEC,B2M,truncating,both,1
UCEC,BAP1,missense,tumor-only,1
UCEC,BCL2L11,truncating,tumor-only,1
UCEC,BCOR,missense,both,1
UCEC,EPHA3,missense,both,1
UCEC,EPHA3,missense,model-only,1
UCEC,EPHA3,truncating,both,1
UCEC,EEF1A1,missense,both,1
UCEC,EEF2,missense,tumor-only,1
UCEC,EGFR,insertion,both,1
UCEC,EGR3,missense,model-only,1
UCEC,EGR3,missense,tumor-only,1
UCEC,ERBB3,missense,model-only,1
UCEC,ERBB3,truncating,both,1
UCEC,ERBB4,missense,both,1
UCEC,ERCC2,missense,tumor-only,1
UCEC,ESR1,missense,model-only,1
UCEC,EP300,missense,model-only,1
UCEC,EPAS1,missense,tumor-only,1
UCEC,EPHA2,missense,both,1
UCEC,CHD3,missense,both,1
UCEC,CHD3,truncating,both,1
UCEC,CHD8,missense,both,1
UCEC,CHD8,missense,model-only,1
UCEC,CIC,truncating,both,1
UCEC,ERBB2,hlamp,both,1
UCEC,ERBB2,missense,tumor-only,1
UCEC,ERBB3,missense,both,1
UCEC,CIC,truncating,model-only,1
UCEC,CNBD1,missense,tumor-only,1
UCEC,COL5A1,missense,both,1
UCEC,COL5A1,truncating,both,1
UCEC,CREB3L3,missense,model-only,1
UCEC,CREBBP,missense,both,1
UCEC,CSDE1,missense,tumor-only,1
UCEC,CDK4,truncating,both,1
AMPV,NIPBL,truncating,both,1
AMPV,NOTCH1,missense,both,1
AMPV,NSD1,missense,both,1
AMPV,PAX5,missense,tumor-only,1
AMPV,PDS5B,truncating,both,1
AMPV,MCL1,hlamp,tumor-only,1
AMPV,MDM2,hlamp,tumor-only,1
AMPV,MGA,truncating,both,1
AMPV,PTEN,homdel,both,1
AMPV,PTEN,truncating,both,1
AMPV,RB1,hlamp,tumor-only,1
AMPV,RBM10,missense,both,1
AMPV,RNF43,truncating,both,1
AMPV,NCOR1,truncating,both,1
AMPV,NF1,missense,both,1
AMPV,NF1,truncating,both,1
UCEC,GTF2I,missense,both,1
UCEC,HGF,truncating,tumor-only,1
AMPV,SOX9,truncating,model-only,1
AMPV,SPTA1,missense,both,1
AMPV,SPTA1,truncating,both,1
AMPV,PIK3R2,missense,both,1
AMPV,PLXNB2,missense,both,1
AMPV,PTCH1,missense,both,1
UCEC,EP300,missense,both,1
UCEC,DDX3X,truncating,model-only,1
UCEC,DHX9,missense,tumor-only,1
UCEC,DHX9,truncating,model-only,1
UCEC,DIAPH2,missense,tumor-only,1
UCEC,DICER1,missense,tumor-only,1
UCEC,DMD,missense,tumor-only,1
UCEC,GNAS,truncating,both,1
UCEC,FAT1,missense,tumor-only,1
UCEC,FAT1,truncating,model-only,1
UCEC,FAT1,truncating,tumor-only,1
UCEC,FBXW7,missense,both,1
UCEC,FBXW7,missense,tumor-only,1
UCEC,FBXW7,truncating,both,1
UCEC,FGFR1,missense,both,1
UCEC,FGFR2,missense,tumor-only,1
UCEC,GNA13,missense,tumor-only,1
UCEC,GNAQ,missense,tumor-only,1
UCEC,GNAS,missense,both,1
UCEC,GNAS,missense,tumor-only,1
UCEC,FGFR3,missense,tumor-only,1
UCEC,FLT3,missense,both,1
UCEC,FOXA2,missense,both,1
UCEC,FOXA2,missense,model-only,1
BLCA,CDKN1A,missense,both,1
UCEC,HRAS,missense,model-only,1
UCEC,HUWE1,truncating,model-only,1
UCEC,HUWE1,truncating,tumor-only,1
UCEC,FOXA2,missense,tumor-only,1
UCEC,FOXQ1,missense,both,1
UCEC,FOXQ1,missense,tumor-only,1
UCEC,FUBP1,missense,tumor-only,1
AMPV,MSH6,truncating,model-only,1
AMPV,MUC6,missense,both,1
AMPV,MYC,hlamp,both,1
AMPV,MYCN,truncating,both,1
AMPV,MYH9,missense,both,1
BLCA,BRCA2,missense,tumor-only,1
BLCA,CACNA1A,missense,tumor-only,1
BLCA,CDK12,missense,both,1
UCEC,INPPL1,truncating,model-only,1
UCEC,IRF2,missense,both,1
UCEC,MET,missense,both,1
UCEC,MET,missense,model-only,1
UCEC,MGA,missense,both,1
UCEC,MGA,truncating,model-only,1
UCEC,MLH1,missense,both,1
UCEC,MSH3,missense,both,1
UCEC,JAK3,truncating,both,1
UCEC,KANSL1,missense,tumor-only,1
UCEC,IDH2,missense,tumor-only,1
UCEC,IL6ST,truncating,tumor-only,1
UCEC,IL7R,missense,tumor-only,1
UCEC,INPPL1,deletion,model-only,1
UCEC,INPPL1,missense,tumor-only,1
UCEC,INPPL1,truncating,both,1
UCEC,KEAP1,missense,tumor-only,1
UCEC,KEL,missense,tumor-only,1
UCEC,KIT,missense,both,1
UCEC,KLF5,missense,tumor-only,1
UCEC,IRF6,truncating,both,1
UCEC,JAK1,missense,both,1
UCEC,JAK1,missense,tumor-only,1
UCEC,JAK2,missense,both,1
UCEC,KMT2A,missense,tumor-only,1
UCEC,KMT2B,missense,model-only,1
UCEC,KMT2B,truncating,model-only,1
UCEC,KMT2C,truncating,model-only,1
UCEC,KMT2D,missense,tumor-only,1
UCEC,KANSL1,truncating,both,1
UCEC,KDM5C,missense,model-only,1
UCEC,KDM6A,missense,both,1
UCEC,PGR,truncating,tumor-only,1
UCEC,PHF6,missense,both,1
UCEC,NOTCH1,missense,tumor-only,1
UCEC,NOTCH1,truncating,both,1
UCEC,NOTCH2,missense,both,1
UCEC,NPM1,truncating,model-only,1
UCEC,NUP133,missense,both,1
UCEC,NUP93,missense,tumor-only,1
UCEC,LATS1,missense,tumor-only,1
UCEC,LATS2,missense,tumor-only,1
UCEC,LZTR1,missense,tumor-only,1
UCEC,PBRM1,missense,tumor-only,1
UCEC,PBRM1,truncating,tumor-only,1
UCEC,PDGFRA,missense,tumor-only,1
UCEC,PDS5B,truncating,model-only,1
UCEC,PDS5B,truncating,tumor-only,1
UCEC,MACF1,truncating,model-only,1
UCEC,MAP2K1,missense,tumor-only,1
UCEC,MAP2K4,missense,tumor-only,1
UCEC,MAP3K1,missense,model-only,1
UCEC,MAP3K1,truncating,model-only,1
UCEC,MAP3K4,missense,model-only,1
UCEC,KRT222,truncating,tumor-only,1
UCEC,LATS1,missense,both,1
UCEC,MSH6,missense,both,1
UCEC,MAX,missense,tumor-only,1
UCEC,MCL1,hlamp,both,1
UCEC,MED12,missense,model-only,1
UCEC,MED12,truncating,model-only,1
UCEC,MEN1,missense,both,1
UCEC,MEN1,truncating,both,1
UCEC,MACF1,missense,tumor-only,1
UCEC,PPP6C,missense,both,1
UCEC,PRKAR1A,missense,tumor-only,1
UCEC,PSIP1,missense,tumor-only,1
UCEC,PSIP1,truncating,both,1
UCEC,PTCH1,missense,tumor-only,1
UCEC,PTEN,missense,both,1
UCEC,PLXNB2,missense,model-only,1
UCEC,PLXNB2,truncating,model-only,1
UCEC,PTEN,missense,tumor-only,1
UCEC,PTPDC1,missense,model-only,1
UCEC,PTPDC1,truncating,tumor-only,1
UCEC,PTPRC,truncating,model-only,1
UCEC,PTPRD,missense,both,1
UCEC,PTPRD,missense,tumor-only,1
UCEC,RAD21,missense,both,1
UCEC,PPP2R1A,missense,tumor-only,1
UCEC,NOTCH1,missense,model-only,1
UCEC,MTOR,missense,tumor-only,1
UCEC,MYC,hlamp,both,1
UCEC,MYC,hlamp,model-only,1
UCEC,MYC,truncating,tumor-only,1
UCEC,MYCN,missense,both,1
UCEC,MYH9,deletion,both,1
UCEC,MYH9,missense,both,1
UCEC,PAX5,missense,model-only,1
UCEC,NCOR1,missense,both,1
UCEC,NF1,truncating,both,1
UCEC,NFE2L2,missense,both,1
UCEC,NFE2L2,truncating,both,1
UCEC,NIPBL,missense,both,1
UCEC,NIPBL,truncating,both,1
UCEC,NOTCH1,missense,both,1
UCEC,RFC1,missense,tumor-only,1
UCEC,RHOB,missense,model-only,1
UCEC,RIT1,hlamp,both,1
UCEC,RNF111,truncating,both,1
UCEC,RNF111,truncating,model-only,1
UCEC,RNF43,missense,both,1
UCEC,RAF1,missense,model-only,1
UCEC,RARA,missense,tumor-only,1
UCEC,RNF43,truncating,both,1
UCEC,RNF43,truncating,model-only,1
UCEC,RPL22,truncating,both,1
UCEC,RPL5,missense,model-only,1
UCEC,RPS6KA3,missense,both,1
UCEC,RRAS2,missense,both,1
UCEC,RUNX1,missense,tumor-only,1
UCEC,RET,missense,tumor-only,1
UCEC,PLCB4,missense,tumor-only,1
UCEC,PLCG1,missense,both,1
UCEC,RXRA,missense,model-only,1
UCEC,RXRA,truncating,both,1
UCEC,SCAF4,truncating,both,1
UCEC,SF1,missense,both,1
UCEC,SF1,missense,tumor-only,1
UCEC,SF3B1,missense,both,1
UCEC,PLXNB2,truncating,tumor-only,1
UCEC,PMS2,truncating,model-only,1
UCEC,POLE,missense,both,1
UCEC,PPM1D,missense,tumor-only,1
UCEC,PPM1D,truncating,both,1
UCEC,PIK3CB,truncating,model-only,1
UCEC,PIK3R2,missense,both,1
UCEC,PIK3R2,missense,tumor-only,1
AMPV,GNAS,missense,both,1
AMPV,GNAS,missense,model-only,1
AMPV,GNAS,missense,tumor-only,1
AMPV,GRIN2D,missense,both,1
AMPV,HUWE1,missense,both,1
AMPV,EGFR,hlamp,tumor-only,1
AMPV,EGFR,missense,both,1
AMPV,EGR3,missense,both,1
AMPV,KDM6A,missense,both,1
AMPV,KIF1A,missense,tumor-only,1
AMPV,KIF1A,truncating,both,1
AMPV,KLF5,missense,model-only,1
AMPV,KMT2A,missense,both,1
AMPV,GATA3,truncating,both,1
AMPV,GATA6,hlamp,tumor-only,1
AMPV,GATA6,homdel,model-only,1
UCEC,TCF7L2,missense,both,1
UCEC,TERC,hlamp,both,1
AMPV,KRAS,hlamp,tumor-only,1
AMPV,MACF1,truncating,both,1
AMPV,CDK4,hlamp,tumor-only,1
AMPV,INPPL1,missense,both,1
AMPV,INPPL1,truncating,both,1
AMPV,KDM5C,truncating,both,1
UCEC,RASA1,missense,tumor-only,1
UCEC,RB1,missense,both,1
UCEC,RB1,missense,tumor-only,1
UCEC,RBM10,missense,tumor-only,1
UCEC,RBM10,truncating,both,1
UCEC,RET,missense,both,1
UCEC,TBX3,missense,both,1
UCEC,TBX3,missense,tumor-only,1
UCEC,ZNF133,truncating,model-only,1
UCEC,ZNF750,missense,model-only,1
UCEC,ZNF750,missense,tumor-only,1
UVM,CHD4,truncating,both,1
UVM,GNAQ,missense,both,1
UVM,KANSL1,missense,tumor-only,1
WT,BAP1,hlamp,model-only,1
AMPV,B2M,truncating,both,1
WT,BRCA1,hlamp,model-only,1
WT,BRCA2,missense,tumor-only,1
WT,CDK4,hlamp,model-only,1
WT,CTNNB1,missense,both,1
WT,FGFR1,hlamp,both,1
WT,FGFR2,hlamp,both,1
WT,FGFR3,hlamp,model-only,1
WT,FGFR3,hlamp,tumor-only,1
WT,GATA4,hlamp,both,1
WT,IGF2,hlamp,model-only,1
WT,KAT6A,hlamp,both,1
WT,MACF1,missense,tumor-only,1
WT,MAP3K4,missense,model-only,1
WT,MCL1,hlamp,model-only,1
WT,MSH2,truncating,tumor-only,1
WT,MYCN,missense,both,1
UCEC,SMARCB1,missense,model-only,1
UCEC,ZCCHC12,missense,tumor-only,1
UCEC,ZFHX3,truncating,model-only,1
UCEC,ZMYM2,missense,both,1
WT,TERT,hlamp,model-only,1
WT,TP53,missense,both,1
WT,WT1,truncating,both,1
AMPV,CCND2,hlamp,tumor-only,1
UCEC,TGFBR2,missense,both,1
UCEC,THRAP3,missense,both,1
UCEC,TLR4,truncating,model-only,1
UCEC,TNFAIP3,missense,both,1
UCEC,TP53,missense,model-only,1
UCEC,TP53,truncating,both,1
AMPV,CCNE1,hlamp,tumor-only,1
WT,PIK3CA,missense,model-only,1
UCEC,TSC1,missense,both,1
UCEC,TSC1,truncating,model-only,1
UCEC,TSC2,missense,tumor-only,1
UCEC,TXNIP,missense,both,1
UCEC,TXNIP,missense,tumor-only,1
UCEC,U2AF1,missense,both,1
UCEC,UNCX,missense,model-only,1
UCEC,UNCX,missense,tumor-only,1
AMPV,BRAF,missense,both,1
UCEC,WT1,missense,both,1
UCEC,XPO1,missense,both,1
UCEC,ZBTB20,missense,both,1
UCEC,ZBTB20,truncating,both,1
UCEC,ZBTB7B,truncating,both,1
UCEC,ZC3H12A,missense,both,1
UCEC,ZC3H12A,missense,tumor-only,1
AMPV,BAP1,truncating,both,1
AMPV,KMT2B,truncating,both,1
AMPV,KMT2C,missense,tumor-only,1
AMPV,KMT2C,truncating,model-only,1
AMPV,KMT2D,missense,both,1
UCEC,ZMYM2,truncating,both,1
UCEC,ZMYM3,missense,both,1
UCEC,ZMYM3,missense,tumor-only,1
